companyName,isReviewVerified,Date of Review,Rating,reviewTitle,reviewUrl
Avant,TRUE,2024-03-20T15:51:17.000Z,5,Quick & Hassle Free,https://trustpilot.com/reviews/65fae9d4fdd5e8bfbea23dcb
Avant,TRUE,2024-03-13T19:59:32.000Z,5,The experience from the beginning to…,https://trustpilot.com/reviews/65f1e984bf9ebcdf38394c9d
Avant,TRUE,2024-03-12T19:32:12.000Z,5,My wallet was stolen with in days of…,https://trustpilot.com/reviews/65f0919bf4e499de26d9107c
Avant,TRUE,2024-03-21T16:55:21.000Z,5,Loan was approved received funds the…,https://trustpilot.com/reviews/65fc4a59f0ed9e7d811e6500
Avant,TRUE,2024-03-12T19:29:25.000Z,3,I had applied in February which you all…,https://trustpilot.com/reviews/65f090f4cbb68f900f3aa2ce
Avant,FALSE,2024-03-07T22:52:03.000Z,5,So far this is one of the better cards…,https://trustpilot.com/reviews/65ea28f3b05262657720d909
Avant,TRUE,2024-03-20T17:33:02.000Z,5,Review,https://trustpilot.com/reviews/65fb01ae4cd17fa5f9c1cf9f
Avant,TRUE,2024-03-20T17:01:41.000Z,5,New Satisfied Customer,https://trustpilot.com/reviews/65fafa55adbebffdf7d07c13
Avant,FALSE,2024-03-15T15:18:56.000Z,5,I recommend avant to anyone it is a…,https://trustpilot.com/reviews/65f44abfa513120e58923c94
Avant,TRUE,2024-03-21T18:12:09.000Z,5,Honest assessment of financial situation,https://trustpilot.com/reviews/65fc5c58d196ffed054103a2
Avant,FALSE,2024-03-13T19:02:01.000Z,1,INTEREST CHARGES FOR 0 BALANCE !!,https://trustpilot.com/reviews/65f1dc0980ce50a55c02d31b
Avant,TRUE,2024-03-13T16:40:16.000Z,5,Love this Company They had an easy…,https://trustpilot.com/reviews/65f1bacfc0e50f9a357f8bb3
Avant,TRUE,2024-03-19T22:28:57.000Z,5,Had a problem getting activated.,https://trustpilot.com/reviews/65f9f589967b031b51e5b057
Avant,TRUE,2024-03-15T16:53:55.000Z,5,The experience was great due to the…,https://trustpilot.com/reviews/65f461021f38c8a89a12f811
Avant,FALSE,2024-03-14T15:19:21.000Z,5,Always been a help in increasing my…,https://trustpilot.com/reviews/65f2f95959361b1aa5a58c3a
Avant,TRUE,2024-03-16T16:46:35.000Z,5,Great experience,https://trustpilot.com/reviews/65f5b0cbcd14a1ac372a1a65
Avant,TRUE,2024-03-13T17:26:53.000Z,5,A Card Worth Getting!,https://trustpilot.com/reviews/65f1c5bdc31941e9ded0e23c
Avant,FALSE,2024-03-09T22:32:06.000Z,1,I was very disappointed with this…,https://trustpilot.com/reviews/65ecc746ce919dfc8379e99d
Avant,TRUE,2024-03-13T17:17:30.000Z,5,Learning the ropes,https://trustpilot.com/reviews/65f1c389a475ef08afc27551
Avant,FALSE,2024-03-19T13:29:53.000Z,4,Good to start off.,https://trustpilot.com/reviews/65f97731d464f60b47c9ecf4
Avant,TRUE,2024-03-15T18:26:26.000Z,5,Great Experience,https://trustpilot.com/reviews/65f476b1ef849a32d18a956f
Avant,TRUE,2024-03-11T16:45:34.000Z,5,A+ for Avant...,https://trustpilot.com/reviews/65ef190e149ff05c913c4bf8
Avant,TRUE,2024-03-14T12:04:05.000Z,5,The process was easy to secure a loan…,https://trustpilot.com/reviews/65f2cb94ea939c1517866303
Avant,TRUE,2024-03-07T01:11:53.000Z,5,I am a new card member,https://trustpilot.com/reviews/65e8f838d749c3e1dd0c4bf1
Avant,TRUE,2024-03-12T18:04:34.000Z,1,"Slow refund process, when they take from you in days",https://trustpilot.com/reviews/65f07d1249baf128c6afb6e8
Avant,TRUE,2024-03-13T16:49:22.000Z,5,Helpful,https://trustpilot.com/reviews/65f1bcf19814fcf4596f1ad0
Avant,TRUE,2024-03-21T16:42:07.000Z,5,Everyone I'd knowledgeable and great…,https://trustpilot.com/reviews/65fc473edbb1cd42c48696ed
Avant,TRUE,2024-03-19T02:05:18.000Z,5,Easy and fast transaction,https://trustpilot.com/reviews/65f8d6be845de33acc41b812
Avant,TRUE,2024-03-13T16:51:16.000Z,5,I have had such a wonderful experience…,https://trustpilot.com/reviews/65f1bd64d05f9570f0b1f16d
Avant,TRUE,2024-03-08T20:52:33.000Z,1,DOESN'T WORK!!!,https://trustpilot.com/reviews/65eb5e701951e2a154e0ff90
Avant,TRUE,2024-03-17T17:27:55.000Z,5,The process was easy,https://trustpilot.com/reviews/65f70bfa66b021f9a0d0693f
Avant,TRUE,2024-03-17T17:04:46.000Z,5,Excellent Card To Use,https://trustpilot.com/reviews/65f7068df276e2001d0735b3
Avant,TRUE,2024-03-09T15:35:16.000Z,5,Desperate,https://trustpilot.com/reviews/65ec659475423857d7980c5b
Avant,TRUE,2024-03-20T16:43:16.000Z,4,The card arrived in a reasonable amount…,https://trustpilot.com/reviews/65faf6040fec1355d221b2b9
Avant,TRUE,2024-03-08T18:13:21.000Z,5,Fast and easy approval process and…,https://trustpilot.com/reviews/65eb3920d375aaed346a6984
Avant,TRUE,2024-03-15T21:19:44.000Z,5,The app was very user friendly…,https://trustpilot.com/reviews/65f49f4fe71f206cba2385c2
Avant,TRUE,2024-03-21T16:44:52.000Z,5,The card is very convenient and useful,https://trustpilot.com/reviews/65fc47e3ff7fb54c06176236
Avant,TRUE,2024-03-14T23:03:33.000Z,5,Avant has always handled my issues so…,https://trustpilot.com/reviews/65f3662476d19b787c9a43a8
Avant,TRUE,2024-03-19T17:36:57.000Z,5,Personal loan,https://trustpilot.com/reviews/65f9b118c7d55187082b976d
Avant,TRUE,2024-03-09T18:20:23.000Z,1,I thought 29%APR was terrible when I…,https://trustpilot.com/reviews/65ec8c4776ba48cd84878f70
Avant,TRUE,2024-03-14T17:12:19.000Z,5,I really find joy with having a Avant…,https://trustpilot.com/reviews/65f313d248730071bf8eba61
Avant,TRUE,2024-03-11T01:43:28.000Z,5,It was simple to apply and when I…,https://trustpilot.com/reviews/65ee459f85cf2ab95fdb7ab5
Avant,TRUE,2024-03-21T17:30:04.000Z,5,It was very simple and explanatory.,https://trustpilot.com/reviews/65fc527bbae4314a725c36ae
Avant,TRUE,2024-03-15T16:37:47.000Z,5,So easy to apply and approved in…,https://trustpilot.com/reviews/65f45d3aff1c2c62e7af3404
Avant,FALSE,2024-03-05T21:21:30.000Z,5,I’m a dad of 3,https://trustpilot.com/reviews/65e770b99b44dc93d3eddec8
Avant,FALSE,2024-03-08T03:06:50.000Z,5,This company reward you for doing good…,https://trustpilot.com/reviews/65ea64a9b15d39220b75a949
Avant,TRUE,2024-03-18T16:47:00.000Z,5,The process was easy,https://trustpilot.com/reviews/65f853e43f9eaa94c2442cd1
Avant,TRUE,2024-03-14T17:27:46.000Z,5,When you have a problem with you card…,https://trustpilot.com/reviews/65f31771d435530e43b5425d
Avant,TRUE,2024-03-15T00:02:18.000Z,1,Is almost impossible to pay i have done…,https://trustpilot.com/reviews/65f373e90635358872dbdfb0
Avant,TRUE,2024-03-09T20:56:11.000Z,5,I have not been with Avant very long,https://trustpilot.com/reviews/65ecb0ca3e7d1ca74760a955
Avant,FALSE,2024-03-15T23:50:15.000Z,5,Credit Increase Approval,https://trustpilot.com/reviews/65f4c29682d178f1951470d4
Avant,TRUE,2024-03-18T04:38:03.000Z,4,It gives me flexibility when I choose…,https://trustpilot.com/reviews/65f7a90bb334b1413115839c
Avant,TRUE,2024-03-03T00:03:59.000Z,5,Want to change your credit life??),https://trustpilot.com/reviews/65e3a24e6d970e9ec3c41b9f
Avant,TRUE,2024-03-11T16:48:05.000Z,5,Quick fast and easy process!!,https://trustpilot.com/reviews/65ef19a5933057de630aa8a6
Avant,TRUE,2024-03-04T00:55:15.000Z,5,At avant,https://trustpilot.com/reviews/65e4ffd22b825c362f98d009
Avant,TRUE,2024-03-17T16:44:30.000Z,5,Loan process and transfer was an easy task.,https://trustpilot.com/reviews/65f701cd1fe29928cb62c508
Avant,TRUE,2024-03-07T05:48:47.000Z,5,The process to apply is very easy,https://trustpilot.com/reviews/65e9391e432a9c230f153f37
Avant,FALSE,2024-03-06T09:53:58.000Z,1,I don't recommend,https://trustpilot.com/reviews/65e4d7cdaab25fa58e335877
Avant,TRUE,2024-03-16T17:09:35.000Z,5,Great customer protection,https://trustpilot.com/reviews/65f5b62eda060f2831edec8e
Avant,TRUE,2024-03-06T22:18:35.000Z,5,Avant was easy to work with and the…,https://trustpilot.com/reviews/65e8cf9ae7a90149d7cda646
Avant,TRUE,2024-03-14T16:50:32.000Z,4,New loan,https://trustpilot.com/reviews/65f30eb75e551f7edc3735fa
Avant,TRUE,2024-03-18T01:38:58.000Z,5,Awesome 👌 and wonderful company is a…,https://trustpilot.com/reviews/65f77f111b96a576dc02d5e1
Avant,TRUE,2024-03-11T01:39:01.000Z,5,Giving me another chance to build my…,https://trustpilot.com/reviews/65ee449489ddc409442c02e7
Avant,TRUE,2024-03-06T18:14:58.000Z,5,Love the service I am receiving from…,https://trustpilot.com/reviews/65e89682d8b4b006be33c04f
Avant,TRUE,2024-03-15T18:57:12.000Z,5,The site is easy to figure out and easy…,https://trustpilot.com/reviews/65f47de7ec93c22264ebed3a
Avant,TRUE,2024-03-12T12:45:03.000Z,5,Easy experience,https://trustpilot.com/reviews/65f0322f5b4ed495577e0166
Avant,TRUE,2024-03-03T18:51:38.000Z,5,This was the easiest application I have…,https://trustpilot.com/reviews/65e4aa998a5af148c1366eb1
Avant,FALSE,2024-03-07T14:20:46.000Z,5,Inquiring through your online account…,https://trustpilot.com/reviews/65e9b11d4edae5bbeeca8eee
Avant,TRUE,2024-03-12T22:41:14.000Z,3,Help with debt,https://trustpilot.com/reviews/65f0bde93368b32f7c2bf9d5
Avant,TRUE,2024-03-17T06:42:08.000Z,5,love it,https://trustpilot.com/reviews/65f6749ffa8bcac6055e289e
Avant,TRUE,2024-03-14T17:30:50.000Z,5,Excellent customer support and a very…,https://trustpilot.com/reviews/65f3182937909e7a6502c034
Avant,FALSE,2024-03-05T19:38:21.000Z,3,Credit Card Bait & Switch,https://trustpilot.com/reviews/65e7588dad64ca7a65083b16
Avant,TRUE,2024-03-16T16:39:04.000Z,5,It is an excellent credit card,https://trustpilot.com/reviews/65f5af072a9cd3ed6d07713a
Avant,TRUE,2024-03-04T22:54:33.000Z,3,It's OK not that great,https://trustpilot.com/reviews/65e63508b78f6e905bc8a83b
Avant,FALSE,2024-03-14T19:45:25.000Z,5,Great avant team.simple straightforward…,https://trustpilot.com/reviews/65f337b5b474bad003f923f2
Avant,TRUE,2024-03-13T16:45:21.000Z,5,The process was smooth and simple and…,https://trustpilot.com/reviews/65f1bc01e766b91bb7cef7fd
Avant,TRUE,2024-03-15T17:59:33.000Z,5,Being given an opportunity,https://trustpilot.com/reviews/65f470654e4f08b3d2f53bbd
Avant,TRUE,2024-03-13T20:22:47.000Z,5,This card is easily accepted where I…,https://trustpilot.com/reviews/65f1eef6c823599bec957c5d
Avant,TRUE,2024-03-04T17:45:00.000Z,5,Loan,https://trustpilot.com/reviews/65e5ec7b492bf4e7f4f95529
Avant,TRUE,2024-03-20T21:01:23.000Z,5,Great service,https://trustpilot.com/reviews/65fb3283077e17568d50708e
Avant,TRUE,2024-03-08T18:47:47.000Z,5,I was a very easy process and I was…,https://trustpilot.com/reviews/65eb4132723d45600dfa9b44
Avant,TRUE,2024-03-07T18:15:36.000Z,3,Insanely high fee for such a small…,https://trustpilot.com/reviews/65e9e8279f86f94c43ba7464
Avant,TRUE,2024-03-03T19:00:32.000Z,2,Locked card,https://trustpilot.com/reviews/65e4acaf06f894141bd1a447
Avant,TRUE,2024-03-17T23:00:45.000Z,5,Quick n Eazy,https://trustpilot.com/reviews/65f759fc8468aa9dcc000a47
Avant,TRUE,2024-03-16T19:20:01.000Z,5,They approved me easily and quickly,https://trustpilot.com/reviews/65f5d4c0346b26241341a1f8
Avant,TRUE,2024-03-14T17:38:48.000Z,5,The security that the company takes to…,https://trustpilot.com/reviews/65f31a07eb91c527dd0d342a
Avant,TRUE,2024-03-13T18:56:47.000Z,5,Easy,https://trustpilot.com/reviews/65f1dace18a4dba27f3486bd
Avant,TRUE,2024-03-20T18:31:35.000Z,5,Response time was great .,https://trustpilot.com/reviews/65fb0f66932a9bed6228a3fb
Avant,TRUE,2024-03-20T15:31:10.000Z,3,Card issues 😬,https://trustpilot.com/reviews/65fae51e2c504f16efcf72d2
Avant,TRUE,2024-03-18T20:13:08.000Z,5,The card came fast,https://trustpilot.com/reviews/65f88433e947572c61c9fad9
Avant,TRUE,2024-03-18T20:00:31.000Z,1,I was hacked 2 times didn't even use…,https://trustpilot.com/reviews/65f8813e35b597d281d54057
Avant,TRUE,2024-03-20T18:05:47.000Z,5,The whole process was fast and very…,https://trustpilot.com/reviews/65fb095aae3eea40a342d1f2
Avant,TRUE,2024-03-13T23:00:31.000Z,5,We all need to get to know Avant,https://trustpilot.com/reviews/65f213dc0f0edd095785392b
Avant,TRUE,2024-03-02T22:09:40.000Z,5,Easy and quick application process,https://trustpilot.com/reviews/65e387842786862c6717cc31
Avant,TRUE,2024-03-13T19:35:32.000Z,1,no phone option to hear charges...Every…,https://trustpilot.com/reviews/65f1e3e3684b6428218a3ff3
Avant,TRUE,2024-03-07T20:22:49.000Z,5,I applied for this card and received it…,https://trustpilot.com/reviews/65ea05f940f06c26d3396922
Avant,TRUE,2024-03-21T04:23:25.000Z,5,Recommanded,https://trustpilot.com/reviews/65fb9a1c2343c77a0dd93b0c
Avant,TRUE,2024-03-13T18:01:46.000Z,5,Received card and it works like it is…,https://trustpilot.com/reviews/65f1cde9e417fa7b6ed0c4aa
Avant,TRUE,2024-03-19T18:33:48.000Z,5,No hidden fees.,https://trustpilot.com/reviews/65f9be6c204766e868a39645
Avant,TRUE,2024-03-08T18:28:20.000Z,4,Easily approved for and had an answer…,https://trustpilot.com/reviews/65eb3ca361ff5c25382f2331
Avant,TRUE,2024-03-03T21:16:26.000Z,2,"I made two payments ahead of time ,and…",https://trustpilot.com/reviews/65e4cc89b7caa6bd04fc3390
Avant,TRUE,2024-03-15T19:10:23.000Z,5,Assistance was timely,https://trustpilot.com/reviews/65f480ff0104643bc86a225f
Avant,TRUE,2024-03-01T18:06:15.000Z,5,It was easy to make a payment …,https://trustpilot.com/reviews/65e1fcf7b1b3040de3f9359a
Avant,TRUE,2024-03-10T19:44:52.000Z,5,Avant Credit Card,https://trustpilot.com/reviews/65edf193d09aee1ccb182ce6
Avant,TRUE,2024-03-05T23:35:22.000Z,5,The application process was easy and my…,https://trustpilot.com/reviews/65e7901abe94cc397a39413c
Avant,TRUE,2024-03-08T17:39:44.000Z,5,Hello with the inflation they were very…,https://trustpilot.com/reviews/65eb313fe2e0a9916f23ba1e
Avant,TRUE,2024-03-01T20:12:23.000Z,5,The help when needed.,https://trustpilot.com/reviews/65e21a872b1547a356d4e055
Avant,TRUE,2024-03-15T16:37:22.000Z,5,Easy guidance and process.,https://trustpilot.com/reviews/65f45d21835485176dc04657
Avant,TRUE,2024-03-14T18:43:13.000Z,5,Great customer service,https://trustpilot.com/reviews/65f329205c018bd2ff030c30
Avant,FALSE,2024-03-01T16:36:47.000Z,1,I wouldn't even give 1 star if not for…,https://trustpilot.com/reviews/65e1e7fe99be97d7bbece63f
Avant,TRUE,2024-03-09T20:06:39.000Z,5,Great company. Amazing customer relations,https://trustpilot.com/reviews/65eca52e33f8d7dcbd303a55
Avant,TRUE,2024-03-06T18:29:39.000Z,5,I love this card,https://trustpilot.com/reviews/65e899f29abf5fd3cad47df0
Avant,TRUE,2024-03-18T21:29:57.000Z,5,The website is very user friendly,https://trustpilot.com/reviews/65f896349fb3002abce75437
Avant,TRUE,2024-03-04T02:55:56.000Z,5,Painless and easy application,https://trustpilot.com/reviews/65e51c1b7529db5d6d94b0c0
Avant,TRUE,2024-03-10T15:01:50.000Z,1,Did not realize loan was that expensive,https://trustpilot.com/reviews/65edaf3d97243359ae62e3f9
Avant,TRUE,2024-03-02T18:21:28.000Z,5,The process of filling out the…,https://trustpilot.com/reviews/65e35207412da27b25f34b69
Avant,TRUE,2024-03-17T23:08:51.000Z,5,Very good company.,https://trustpilot.com/reviews/65f75be2c45ad18af25a48d0
Avant,TRUE,2024-03-11T18:08:14.000Z,5,Great opportunity,https://trustpilot.com/reviews/65ef2c6d9750d2e0efbb1911
Avant,FALSE,2024-03-02T17:48:11.000Z,5,Best credit card company,https://trustpilot.com/reviews/65e34a3a644f246fb4829834
Avant,TRUE,2024-03-08T05:01:15.000Z,5,I had a real good experience,https://trustpilot.com/reviews/65ea7f7a8229ca62e7da0f1c
Avant,TRUE,2024-03-02T21:11:53.000Z,5,It great card was easy to and understandable set…,https://trustpilot.com/reviews/65e379f87d37771641227061
Avant,TRUE,2024-03-11T19:17:49.000Z,5,Excellent Customer Service and Care,https://trustpilot.com/reviews/65ef3cbc412dbfabcc05402c
Avant,TRUE,2024-03-04T20:07:27.000Z,1,I only get paid 1 time per month and…,https://trustpilot.com/reviews/65e60dde23b527d7db37d932
Avant,TRUE,2024-03-17T03:42:48.000Z,5,Perfect for what I need!!,https://trustpilot.com/reviews/65f64a972bfdf2338971544e
Avant,TRUE,2024-03-14T09:44:21.000Z,5,Great app great card,https://trustpilot.com/reviews/65f2aad4b935cc9fc1113f60
Avant,FALSE,2024-03-10T02:17:39.000Z,5,Listening,https://trustpilot.com/reviews/65ecfc2342f418eac82de1f7
Avant,TRUE,2024-03-05T17:51:00.000Z,5,A blessing.,https://trustpilot.com/reviews/65e73f5888494bde641ebae0
Avant,TRUE,2024-03-16T16:41:55.000Z,5,Excellent Company,https://trustpilot.com/reviews/65f5afb235e14292ae7d0118
Avant,TRUE,2024-03-17T17:50:58.000Z,5,Quick and easy,https://trustpilot.com/reviews/65f71161496a7af79e010aea
Avant,TRUE,2024-03-05T20:37:16.000Z,5,Avant- thank you for my new credit card.,https://trustpilot.com/reviews/65e7665b4faaa7fda1caa626
Avant,TRUE,2024-03-09T20:28:28.000Z,5,You can use it anywhere,https://trustpilot.com/reviews/65ecaa4b6e620449c62f8fd4
Avant,TRUE,2024-03-04T17:54:44.000Z,5,Everything is going good with the card…,https://trustpilot.com/reviews/65e5eec3d585fdd9424291d3
Avant,TRUE,2024-03-02T17:37:13.000Z,5,I have had a great experience with…,https://trustpilot.com/reviews/65e347a85ee2f6012c2a5aad
Avant,TRUE,2024-03-14T18:01:41.000Z,5,Great the answer was bery good and fast,https://trustpilot.com/reviews/65f31f6401324e2ff149c585
Avant,TRUE,2024-03-13T18:57:08.000Z,5,The first credit card that I love,https://trustpilot.com/reviews/65f1dae389b286757253e6f9
Avant,TRUE,2024-03-12T17:27:49.000Z,5,Fees,https://trustpilot.com/reviews/65f07474833cded582fb9b05
Avant,TRUE,2024-03-08T19:12:42.000Z,5,Great card,https://trustpilot.com/reviews/65eb4709fc02c54297ca6687
Avant,TRUE,2024-03-06T00:58:52.000Z,4,Not too difficult to navigate through…,https://trustpilot.com/reviews/65e7a3ac2967e93a26abb390
Avant,FALSE,2024-03-08T03:27:53.000Z,5,I love the app,https://trustpilot.com/reviews/65ea6998c397f474d7275789
Avant,TRUE,2024-03-11T04:43:21.000Z,5,Pleased,https://trustpilot.com/reviews/65ee6fc81c0a42879856a5f2
Avant,TRUE,2024-03-11T22:04:07.000Z,5,Everything has been seamless,https://trustpilot.com/reviews/65ef63b79a61bd8a48b65cd5
Avant,TRUE,2024-03-13T16:39:00.000Z,5,Great app and service,https://trustpilot.com/reviews/65f1ba838fd9cf8617d72d4d
Avant,TRUE,2024-03-15T21:28:42.000Z,5,Awesome customer service,https://trustpilot.com/reviews/65f4a169062d05a68ed73398
Avant,TRUE,2024-03-08T22:11:08.000Z,5,500,https://trustpilot.com/reviews/65eb70dbec49d8c4493643f4
Avant,TRUE,2024-03-16T17:03:15.000Z,5,Everything has gone smoothly so far.,https://trustpilot.com/reviews/65f5b4b3fceddb9214570b90
Avant,TRUE,2024-03-08T06:58:37.000Z,5,Thanks for your help,https://trustpilot.com/reviews/65ea9afc3fc2cf0c1308c54b
Avant,TRUE,2024-03-01T22:38:52.000Z,5,Emergencies,https://trustpilot.com/reviews/65e23cdc705bdaf202a94b13
Avant,TRUE,2024-03-12T18:25:02.000Z,3,It's hard to use the app but the card…,https://trustpilot.com/reviews/65f081dd5cc9242be6b3dd83
Avant,TRUE,2024-03-20T03:06:58.000Z,5,easy to work with,https://trustpilot.com/reviews/65fa36b15f80816d9b40ff4d
Avant,TRUE,2024-03-08T17:37:28.000Z,5,Greatest decision ever,https://trustpilot.com/reviews/65eb30b73e05265806258d15
Avant,TRUE,2024-03-12T17:23:03.000Z,5,Easy to apply for,https://trustpilot.com/reviews/65f07356733396f977833011
Avant,TRUE,2024-03-17T18:15:27.000Z,5,So far absolutely fantastic,https://trustpilot.com/reviews/65f7171ee3ec8cd517ba36e9
Avant,TRUE,2024-03-09T19:51:32.000Z,5,Quick and easy to apply,https://trustpilot.com/reviews/65eca1a48385498b0d0f80ad
Avant,TRUE,2024-03-06T17:40:00.000Z,5,Very easily to get card and easy to uses,https://trustpilot.com/reviews/65e88e4f590512bc6a549a40
Avant,TRUE,2024-03-07T15:48:06.000Z,5,Easy and responsive,https://trustpilot.com/reviews/65e9c595ab733d0c4678c2c2
Avant,TRUE,2024-03-08T04:14:31.000Z,5,Awesome experience,https://trustpilot.com/reviews/65ea7487455d5e10a880d857
Avant,FALSE,2024-03-09T17:26:52.000Z,5,Very prompt and satisfying responses,https://trustpilot.com/reviews/65ec7fbb1604dfb036b0fd67
Avant,TRUE,2024-03-04T19:44:29.000Z,5,Great credit card,https://trustpilot.com/reviews/65e6087ce20eb231f2a99643
Avant,FALSE,2024-03-01T17:03:09.000Z,5,Great,https://trustpilot.com/reviews/65e1ee2c4d569432d8df3ffe
Avant,FALSE,2024-03-04T23:47:52.000Z,5,Great card for building credit,https://trustpilot.com/reviews/65e64176db3d86bfa21c9eee
Avant,TRUE,2024-03-16T17:41:22.000Z,5,It was easy and fast,https://trustpilot.com/reviews/65f5bda17b7a2c31474285e3
Avant,TRUE,2024-03-03T21:04:46.000Z,5,Easy process on card,https://trustpilot.com/reviews/65e4c9cd2397fbc7a712a93e
Avant,TRUE,2024-03-07T21:34:13.000Z,5,It was easy to get what I was in need,https://trustpilot.com/reviews/65ea16b4844c5ff6b3ea50d6
Avant,TRUE,2024-03-03T04:21:01.000Z,5,Fast and simple process.,https://trustpilot.com/reviews/65e3de8d1fb82223f7e4bddc
Avant,TRUE,2024-03-10T16:40:33.000Z,5,every easy to use the card,https://trustpilot.com/reviews/65edc660ad9419e536d11e0a
Avant,TRUE,2024-03-02T18:04:03.000Z,5,very easy to deal with,https://trustpilot.com/reviews/65e34df2f18062e5e6e8e67d
Avant,TRUE,2024-03-06T21:25:29.000Z,5,You deliver as needed,https://trustpilot.com/reviews/65e8c3296ab687d80b330ee9
Avant,TRUE,2024-03-07T22:40:07.000Z,5,The money is there when it is needed,https://trustpilot.com/reviews/65ea2626dcd80d8c12e4502e
Avant,TRUE,2024-03-15T16:57:10.000Z,5,good quick experience,https://trustpilot.com/reviews/65f461c67800482b79025302
Avant,TRUE,2024-03-16T21:05:16.000Z,5,Great people,https://trustpilot.com/reviews/65f5ed6b2d9de4a2183e431e
Avant,TRUE,2024-03-14T01:17:44.000Z,5,Great,https://trustpilot.com/reviews/65f234170eb090b2ea49d825
Avant,TRUE,2024-03-06T00:31:53.000Z,5,FAST AND EASY WAY TO GET A LOAN,https://trustpilot.com/reviews/65e79d597d11d8b324a3cc3b
Avant,TRUE,2024-03-02T19:38:04.000Z,5,I appreciate the ease and security.,https://trustpilot.com/reviews/65e363fbef8561053f11797e
Avant,TRUE,2024-03-07T19:00:11.000Z,5,Just in time!,https://trustpilot.com/reviews/65e9f29a8b5871e6431bf153
Avant,TRUE,2024-03-07T18:54:45.000Z,5,Outstanding,https://trustpilot.com/reviews/65e9f155248b8ff7337e5fe0
Avant,TRUE,2024-03-16T17:11:55.000Z,5,Detail instructions.,https://trustpilot.com/reviews/65f5b6bb28b3d644c1f1a2c7
Avant,TRUE,2024-03-15T17:00:31.000Z,4,So far so goog,https://trustpilot.com/reviews/65f4628ed35c5e698f944087
Avant,TRUE,2024-03-10T17:06:57.000Z,5,It's a good card,https://trustpilot.com/reviews/65edcc9187834bfabd1b7198
Avant,TRUE,2024-03-12T23:01:39.000Z,5,Outstanding Performance,https://trustpilot.com/reviews/65f0c2b2c6b869f10f1f1577
Avant,TRUE,2024-03-07T17:51:55.000Z,5,Good,https://trustpilot.com/reviews/65e9e29ae13472be74a8ba3b
Avant,TRUE,2024-03-08T12:31:32.000Z,5,Good Customer service,https://trustpilot.com/reviews/65eae9039b0dea28d9a03086
Avant,TRUE,2024-03-10T16:42:40.000Z,5,painless process,https://trustpilot.com/reviews/65edc6df8112516c7e2434b0
Avant,TRUE,2024-03-11T16:53:19.000Z,5,Excellent service,https://trustpilot.com/reviews/65ef1ade2437da0faefb3f3a
Avant,TRUE,2024-03-03T19:58:58.000Z,5,Excellent service,https://trustpilot.com/reviews/65e4ba61b7a1de3d58076713
Avant,TRUE,2024-03-01T16:05:22.000Z,5,honest and very informative,https://trustpilot.com/reviews/65e1e0a29b58029690223379
Avant,TRUE,2024-03-01T04:38:14.000Z,5,Avant was one of the first companies to…,https://trustpilot.com/reviews/65e13f9687d6fa0e01a3ea7b
Avant,TRUE,2024-03-01T03:13:40.000Z,5,So far I’ve not had any problems with…,https://trustpilot.com/reviews/65e12bc3bc038eafe680301e
