"companyName","isReviewVerified","reviewCompanyResponse","reviewDate","reviewDescription","reviewRatingScore","reviewTitle","reviewUrl"
"RISEcredit.com","true","Hi Stuart. We love to hear from happy customers and appreciate you recommending us to others! Please let us know if you ever need assistance with your account. Thanks for being our customer.

Your RISEcredit.com Team
","2024-02-27T22:28:53.000Z","Easy to fill out application. Fast decision and received funds in my bank the next business day. Highly recommend.","5","Easy to fill out application","https://trustpilot.com/reviews/65de46059f19c48b72d48fbf"
"RISEcredit.com","true","Hi Lisa. We love to hear from happy customers and appreciate you recommending us to others! Please let us know if you ever need assistance with your account. Thanks for being our customer.

Your RISEcredit.com Team
","2024-02-26T19:11:27.000Z","Very easy and convenient to get the loan that I need. I’ll recommend it to any of my friends that needed a loan. Will definitely come back to get another loan in the future.","5","Easy and convenient","https://trustpilot.com/reviews/65dcc63f33537dae1e326911"
"RISEcredit.com","true","Hi Selena! We’re always happy to lend a hand. Please let us know if there’s anything else we can do to help with your account.

Your RISEcredit.com Team
","2024-01-31T02:29:45.000Z","My son needed a past due balance paid for college to register for his current classes. I applied for a loan and received a response and funding immediately! Thank you for being there for my family in this time of need! I’m relieved, thankful, and grateful!","5","My son needed a past due balance paid…","https://trustpilot.com/reviews/65b994780f650545db7c047f"
"RISEcredit.com","true","Zayne, we regret to hear of your dissatisfaction. The loan is designed to provide you with funds at the best possible price and only if other forms of credit are not available or are more expensive. We review the cost of the loan in great detail in the loan agreement before the option to accept the loan is presented. We also offer a five full business day rescind guarantee in case you decide that the loan isn’t right for you. You can make extra payments and/or payments above the minimum amount at any time without any pre-payment penalties. And if you pay off your loan early, you will only pay interest and/or fees for the amount of time that your loan has been active. If there are additional questions or concerns, please email us rise_spokesperson@risecredit.com.

Your RISEcredit.com Team","2024-02-21T19:07:00.000Z","I have to agree that it getting the loan was simple but I would not recommend getting it unless you are certain will you play the loan back in a matter of days. The interests rates are outrageous on top of the $5.52 charge each day. Borrowed $1500.00 in November, paying $100.00 every other week and still have a balance of 1480.00. I would not recommend getting yourself in this kind of bind. I pay it because I don’t want to mess up my credit. Biggest mistake ever.","2","Outrageous Fees","https://trustpilot.com/reviews/65d62db3b062917b76127806"
"RISEcredit.com","true","Hi Joe. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team
","2024-02-28T19:05:58.000Z","They are easy and no issues way of getting a loan. Very good. Definitely recommend!","5","They are easy and no issues way of…","https://trustpilot.com/reviews/65df67f5a74ee8c3e937924f"
"RISEcredit.com","true","Jill, we’re so happy to hear that the process was fast and easy and want to welcome you to the family! If we can assist with anything in the future, please reach out to us.

Your RISEcredit.com Team

","2024-02-07T19:13:38.000Z","My experience was great because it didn’t take long to complete the application and the approval didn’t take long.
The company took a chance on me. Most companies only send denial letters.","5","My experience was great because it…Second chances are REAL!","https://trustpilot.com/reviews/65c3ba42a7609a26cba6eef9"
"RISEcredit.com","true","Hi! We’re always happy to hear about your experience. Helping our customers take control of their finances is our thing.
Your RISE Team","2024-01-25T19:06:08.000Z","Was need to get a loan to consolidate my credit cards to try to get my credit score up. This company was very easy to use and they were very fast about the process. They show you your payment schedule and are very upfront about their pricing. The loan is super expensive but I’m someone who needed it to help increase my credit score so it worked for me.","5","Fast and easy to use","https://trustpilot.com/reviews/65b294ffb5084d24fe2ac962"
"RISEcredit.com","true","Amber, we regret to hear of your dissatisfaction. The loan is designed to provide you with funds at the best possible price and only if other forms of credit are not available or are more expensive. We review the cost of the loan in great detail in the loan agreement before the option to accept the loan is presented. We also offer a five full business day rescind guarantee in case you decide that the loan isn’t right for you. You can make extra payments and/or payments above the minimum amount at any time without any pre-payment penalties. And if you pay off your loan early, you will only pay interest and/or fees for the amount of time that your loan has been active. If there are additional questions or concerns, please email us rise_spokesperson@risecredit.com.

Your RISEcredit.com Team
","2024-01-30T03:32:01.000Z","I took a loan out back in July. I’ve been making payments of about 500 a month and my balance owed has only decreased by about $71.00. I understand this is an expensive loan but to pay over 2k and only have my balance decreased by $71 dollars, that is ridiculous. If you’re considering taking a loan out, go somewhere else. there is no reason why you should be paying over 2k only for your balance owed to be decreased by such a small amount.","1","I took a loan out back in July","https://trustpilot.com/reviews/65b851901b2bd44dd67a027f"
"RISEcredit.com","true","Hi Samuel. Thanks for sharing! We love hearing when our team goes above and beyond. Please don’t hesitate to reach out again if you need us!

Your RISEcredit.com Team","2024-02-19T21:16:09.000Z","Customer service and the fast response to help me with this loan was great.. and the peoples I spoke on the phone was professional and polite.. thank you","5","Customer service and the fast response…","https://trustpilot.com/reviews/65d3a8f8ade7caa396c12706"
"RISEcredit.com","true","Hi Lana. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team
","2024-02-05T19:00:11.000Z","Rise made this experience VERY easy and was not made to feel like I should not have reached out to receive help. The process was very understandable and I had no questions about anything.

Thank you Rise","5","Very Pleased","https://trustpilot.com/reviews/65c1141a961d0a58ff68cac3"
"RISEcredit.com","true","Hi Bryan. It sounds like you’ve had a poor experience. Please email us at rise_spokesperson@risecredit.com so we can look into this for you.
Your RISEcredit.com Team
","2024-02-04T21:44:35.000Z","On 2/3 they pulled by credit report from agencies, and then ask to verify my SS. I give them my SS. they said I mistyped a number, I told them how did they inquiry on my credit report, they kept accusing me of giving them wrong info. I sent them my credit report, and they said they don't have any way of verify if they did pull my credit report. Their name is on the credit report. If someone stole someones identity, they have no way of finding the application.","1","Pulled Credit Report, Lies to my face","https://trustpilot.com/reviews/65bfe923a9b958e8df846688"
"RISEcredit.com","true","Hi Tessa. It sounds like you’ve had a poor experience. Please email us at rise_spokesperson@risecredit.com so we can look into this for you.

Your RISEcredit.com Team
","2024-02-01T03:40:13.000Z","Please don’t contact me again. You told me I was approved then you declined my application after you told me to enter the code from my email when I clicked over to get it declined my applications so after I carefully reviewed and thought about it I have made a decision if my own do not contact me by mail text or email. I’m good","1","Please don’t contact me again","https://trustpilot.com/reviews/65baf67c786cee881668656b"
"RISEcredit.com","true","Suzanne, we appreciate you reaching out. Please feel free to contact RISE Customer Support team at 866-580-1226 Monday through Friday from 7:00 AM CST until 10:00 PM CST and Saturday and Sunday from 8:00 AM CST until 5:00 PM CST for assistance. You may also reach out via email from the “Contact US” page on the RISE website (https://www.risecredit.com/contact-us ).
Thank you,
Your RISEcredit.com Team
","2024-01-16T22:48:33.000Z","All went fine, still waiting for a copy of my documents.
Please mail me a copy asap
Can I please have phone number of customer service for any future response.
Kind Regards,
Suzanne K wells","5","All went fine","https://trustpilot.com/reviews/65a6eba1ad304e28cb52653b"
"RISEcredit.com","true","Ethan, we regret to hear of your dissatisfaction. The loan is designed to provide you with funds at the best possible price and only if other forms of credit are not available or are more expensive. We review the cost of the loan in great detail in the loan agreement before the option to accept the loan is presented. We also offer a five full business day rescind guarantee in case you decide that the loan isn’t right for you. You can make extra payments and/or payments above the minimum amount at any time without any pre-payment penalties. And if you pay off your loan early, you will only pay interest and/or fees for the amount of time that your loan has been active. If there are additional questions or concerns, please email us rise_spokesperson@risecredit.com.
Your RISEcredit.com Team
","2024-02-10T18:01:51.000Z","It's super easy and quick to get the money. It's also super easy to set up payment. My problem is the 134% interest. I understand you're here to make money, but after paying on a $5000 loan for over a year now and still owe $4700 feels like straight up robbery. Long story short it's super easy to sign yourself up to be taken advantage of. Thanks for the money, but please dissolve your company and yourselves.","1","Run fast and far away!!!!","https://trustpilot.com/reviews/65c79def02afed0275ebb5b7"
"RISEcredit.com","true","We regret to hear of your dissatisfaction. We’re happy to review your account and discuss the repayment terms. Please contact us by phone at 866-580-1226 or via email at rise_spokesperson@risecredit.com.

Your RISEcredit.com Team","2024-02-17T20:43:54.000Z","I don't like the amount that I'm paying back getting taken out all at once instead of weekly or biweekly payments.","3","Payments","https://trustpilot.com/reviews/65d0fe692f75202d019d8d00"
"RISEcredit.com","true","Hi Tanya. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team
","2023-12-28T21:59:30.000Z","I put in my application the Friday before Christmas. And I was hoping to get my loan on Saturday. But because it was on Friday the system was telling me I would probably going to get it on Tuesday the day after Christmas. When I opened up my bank account on my app on Saturday low and behold I had my loan on Saturday. My experience with rise credit was great was easy and I got my loan right away.","5","Friday before Christmas","https://trustpilot.com/reviews/658dd3a17fea7be19dd05fae"
"RISEcredit.com","true","Hi Carline. We love to hear from happy customers and appreciate you recommending us to others! Please let us know if you ever need assistance with your account. Thanks for being a RISE customer.

Your RISE Team
","2024-01-26T18:44:32.000Z","Wowww! I don't know how to thank Rise credit I was really in need I applied one day and the money was already in my account the next day I was so happy, I will recommend anyone to choose them they are so good. Please go and make the same experience I made you won't regret it. God bless","5","Wowww","https://trustpilot.com/reviews/65b3e16f7933bc169807b73d"
"RISEcredit.com","true","Hi Craig. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team
","2024-02-20T00:46:27.000Z","The easy of applying and getting approved. Takes the headache away and you can relax.","5","The easy of applying and getting…","https://trustpilot.com/reviews/65d3da43e3c709de2e842e1b"
"RISEcredit.com","true","Thanks for the kind words! Our customers are our top priority, and we’re always grateful to help customers like you.
Your RISE Team","2024-01-04T01:31:05.000Z","Applying for a loan with fin rise company was a good experience in that the team communicated effectively and efficiently in approving the loan and detailing how much the cost of the loan. The process was fast, easy and understandable even though this was an expensive loan. I was able to meet the help that I needed for the loan and very much appreciate the company was able to approve the loan. Thank you!","5","God Bless America In Times of Help!","https://trustpilot.com/reviews/6595ee38324c5b8ee411f4b0"
"RISEcredit.com","true","Kenny, we’re so happy to hear that the process was fast and want to welcome you to the family! If we can assist with anything in the future, please reach out to us.

Your RISEcredit.com Team","2023-12-23T20:45:24.000Z","It didn't take long to get a loan after all my information were taking. This is good because time is money and money is time. My loan was deposited in my bank account so fast, I couldn't believe it. So I I'm satisfied with giving Rise a 5 stars rating.","5","Time Is Money, Money Is Time","https://trustpilot.com/reviews/65872ac3267e9782edff9676"
"RISEcredit.com","true","Rodriguez, we regret to hear of your dissatisfaction. The loan is designed to provide you with funds at the best possible price and only if other forms of credit are not available or are more expensive. We review the cost of the loan in great detail in the loan agreement before the option to accept the loan is presented. We also offer a five full business day rescind guarantee in case you decide that the loan isn’t right for you. You can make extra payments and/or payments above the minimum amount at any time without any pre-payment penalties. And if you pay off your loan early, you will only pay interest and/or fees for the amount of time that your loan has been active. If there are additional questions or concerns, please email us rise_spokesperson@risecredit.com.
Your RISEcredit.com Team
","2024-01-17T02:16:50.000Z","I pulled out a loan for 3500 to take care of unforseen events in my life. They deposit the funds into your account within 24-48 hours however here's the negative, they take advantage of the fact that you need money and take advantage by giving you a rate of 149%, that means if by the end of the loan term the total will be over 10,000$.","1","You will be taken advantage of with a high APR.","https://trustpilot.com/reviews/65a71c71241401b0d22fc7e6"
"RISEcredit.com","true","Hi Joan. We love to hear from happy customers and appreciate you recommending us to others! Please let us know if you ever need assistance with your account. Thanks for being our customer.

Your RISEcredit.com Team
","2024-01-18T01:06:50.000Z","This process was so fast so quick and has gotten me out of a bind I will always and all already have recommended your company. Hands-down rise is the best Joan Hairston.","5","This process was so fast so quick and…","https://trustpilot.com/reviews/65a85d8afbc5164d1dd441f7"
"RISEcredit.com","false","Hi Alyssa. It sounds like you’ve had a poor experience. Please email us at rise_spokesperson@risecredit.com so we can look into this for you.

Your RISEcredit.com Team
","2024-01-28T23:01:37.000Z","This is a predatory loan. It only gives you the option to pay more on the principal the same day payments are due, therefore if you think you want to pay it off early think again, you will be paying in full or paying twice as much over time on the loan. It does not allow you to remove autopay, it basically sets you up for failure. I have been paying on it for over 3 months now and still owe more than the amount I took out. I only got it to help with my credit and its not even reporting. I will be paying it and full and cashing it out on my next payday. Had I known what I knew now I would not have gotten it.","1","This is a predatory loan","https://trustpilot.com/reviews/65b6c0b10d2f7c2fae4ec893"
"RISEcredit.com","true","Nicole, we regret to hear of your dissatisfaction. The loan is designed to provide you with funds at the
best possible price and only if other forms of credit are not available or are more expensive. We review
the cost of the loan in great detail in the loan agreement before the option to accept the loan is
presented. We also offer a five full business day rescind guarantee in case you decide that the loan isn’t
right for you. You can make extra payments and/or payments above the minimum amount at any time
without any pre-payment penalties. And if you pay off your loan early, you will only pay interest and/or
fees for the amount of time that your loan has been active. If there are additional questions or
concerns, please email us rise_spokesperson@risecredit.com.


Your RISEcredit.com Team","2024-02-02T22:04:31.000Z","Fast services and approval...But however the pay back is out outrageous. Please make sure you apply on a desktop and not your cell phone were you can see every little detail. If I would have done it on the desktop I probably wouldn't have gotten this loan. Just because of the pay back. So it's based off how often you get paid not once a month like most loan companies I have dealt with in the past. Also the APR IS WAYYYYYY TO HIGH. If you're not good at managing your money you could hurt your credit then try to build your credit.","2","Fast services and approval...BUT!!!!!","https://trustpilot.com/reviews/65bd4ace02fef1b2cc31b840"
"RISEcredit.com","true","Hi! We’re always happy to hear about your experience. Helping our customers take control of their finances is our thing.
Your RISE Team","2024-02-14T19:32:45.000Z","Fast and easy ans they don't overcharge you like some of these companies. I highly recommend Rise.","5","Fast and easy ans they don't overcharge…","https://trustpilot.com/reviews/65ccf93c484fb2ead969b310"
"RISEcredit.com","true","Hi! We’re always happy to hear about your experience. Helping our customers take control of their finances is our thing.

Your RISEcredit.com Team","2024-02-16T22:45:14.000Z","Well honestly I didn't think this loan was really going through but excitingly it did I appreciate the offer and chance to increase my credit and want to say thank you and the process was excellent","5","Well honestly I didn't think this loan…","https://trustpilot.com/reviews/65cfc95956058324355ad4ce"
"RISEcredit.com","true","Hi Roni. Thanks for sharing! We love hearing when our team goes above and beyond. Please don’t hesitate to reach out again if you need us!

Your RISEcredit.com Team
","2024-01-31T19:01:39.000Z","The representative that assisted me in the final processing was very professional and friendly. The steps to apply were easy from start to finish and I was accommodated in a timely manner.","5","Easy and quick process","https://trustpilot.com/reviews/65ba7cf37d32aad28c39bae2"
"RISEcredit.com","true","Hi Debra. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team","2024-02-22T20:51:08.000Z","Rise Credit was there when I thought I had an emergency at hand,and was a false alarm.Thank you for being there for me.","5","Rise Credit was there when I thought I…","https://trustpilot.com/reviews/65d7979b7318a590792e9bf6"
"RISEcredit.com","true","Hi Elveemo. It sounds like you’ve had a poor experience. Please email us at rise_spokesperson@risecredit.com so we can look into this for you.
Your RISEcredit.com Team
","2024-01-18T19:06:38.000Z","Applied for it on a Friday, still haven't received it. CANCELATION OF LOAN IS IMMINENT!!
Went to another Personal Loan provider approved same day and funds immediately allocated.
Rise will not get my business again.","1","Applied for it on a Friday","https://trustpilot.com/reviews/65a95a9daca05d1cf696555a"
"RISEcredit.com","true","Hi Cheryl. It sounds like you’ve had a poor experience. Please email us at rise_spokesperson@risecredit.com so we can look into this for you.
Your RISE Team","2024-02-20T18:24:39.000Z","I would avoid this company at all costs. I paid my loan off early and they still took out a payment from my account. When I called on it, I was told it would be 3 to 5 days. They can give you money the same day but fixing the problem takes 3 to 5 days. They keep my money but when or if they return it without interest. 144% interest on my loan but no interest on keeping my money. ***UPDATE*** Today is 02/20/2024 and I'm still waiting for my refund. Was told this past Thursday that the refund would be there on friday. Guess what it's Tuesday and was told again today 3 to 5 days but they are trying to expedite it. They can mess around with my refund but be one day late and they blow up your phone. Shame on this company.","1","I would avoid this company at all…","https://trustpilot.com/reviews/65cce27758dd4c6607ab4be9"
"RISEcredit.com","true","Hi Tom. Thanks for sharing your experience with us and choosing us for your lending needs!
Your RISE Team","2024-01-05T05:18:15.000Z","Hello, by far the simplest loan process I have ever experienced. I was just looking for a small loan to bridge a gap before I can cash some stock and this fit the bill. More than exceeded my expectations. Thank you!","5","Simple loan","https://trustpilot.com/reviews/659774f6b58e105e0c0f0a9f"
"RISEcredit.com","true","Hi Brenda. Thanks for sharing your experience with us and choosing us for your lending needs!
Your RISE Team
","2024-03-10T02:47:08.000Z","Application was easy and customer service is great","5","Application was easy and customer…","https://trustpilot.com/reviews/65ed030b45281f3c40f133bb"
"RISEcredit.com","true","Thanks for sharing your experience with us! We’re always grateful to help customers like you. Thank you.

Your RISEcredit.com Team

","2024-02-10T15:15:40.000Z","After being rejected several times Rise gave me the chance I needed to get back on my feet. It was quick and easy.","5","RISE gives me a chance","https://trustpilot.com/reviews/65c776fb3bf3e2a05121a7f4"
"RISEcredit.com","true","Modupe, we’re so happy to hear that the process was easy and want to welcome you to the family! If we can assist with anything in the future, please reach out to us.

Your RISEcredit.com Team
","2024-02-22T07:13:34.000Z","Straight forward online application and the process of the money was great","5","Straight forward online application and…","https://trustpilot.com/reviews/65d6d7fdd66fa618e4930de1"
"RISEcredit.com","true","Hi Claudia. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team

","2023-12-07T19:02:45.000Z","Made it very easy although the interest rates are high if you do a smaller loan and pay xtra even by $10 you’ll accomplish your goals","5","Easy","https://trustpilot.com/reviews/6571fab54e159a5f49b5d7ad"
"RISEcredit.com","true","Hi Robert. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team
","2024-01-19T01:22:40.000Z","Excellent service! Easy application process and fast response! Simple documentation process and quick direct deposit of funds within just a couple days of approval! Real life saver for me financially speaking!","5","Excellent service","https://trustpilot.com/reviews/65a9b2c0a3bc1c70da4497ae"
"RISEcredit.com","true","Joseph, we’re so happy to hear that the process was quick and easy, we want to welcome you to the RISE family! If we can assist with anything in the future, please reach out to us.
Your RISE Team","2024-01-23T01:59:17.000Z","Getting the loan was quick and easy. Paying it back is even easier. They can withdraw monthly payments from my account and I don’t have to do anything.","5","Getting the loan was quick and easy","https://trustpilot.com/reviews/65af0154bd13c4cfa4f242a5"
"RISEcredit.com","true","Hi Jennifer. It sounds like you’ve had a poor experience. Please email us at rise_spokesperson@risecredit.com so we can look into this for you.
Your RISEcredit.com Team

","2023-12-27T20:53:10.000Z","I had been paying on time, then due to my local bank closing, I had to change banking accounts. Rise made it very difficult for me to update this information online so I resorted using my debit card to make payments online instead of checking account information. Long story short, they flagged my debit card as fraudulent and I was unable to make any more online payments. They will only receive cashiers checks as a single parent working full-time it’s hard to make it to the bank during banking hours to get these checks. Every time I get a different story one lady one as far as to letting me send her my new checking information via email and told me it would be updated so I could continue to make payments online. This never happened now now I can’t even access my online account to see how many payments I have left. Yet, I still continue to make my payments.","2","I had been paying on time","https://trustpilot.com/reviews/658c729523257bf10e060de8"
"RISEcredit.com","true","We’re so happy to hear that the process was easy and want to welcome you to the RISE family! If we can assist with anything in the future, please reach out to us.
Your RISE Team","2024-02-13T20:00:41.000Z","It was a very easy process to apply and got a positive response","5","It was a very easy process to apply and…","https://trustpilot.com/reviews/65cbae48406ee1c909398617"
"RISEcredit.com","true","Hi Clyde. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team
","2024-01-16T03:25:26.000Z","Very professional experience. I provided all the necessary information and with in a hour the loan was approved. Thank You very much.","5","Very professional experience","https://trustpilot.com/reviews/65a5db066fd14c36f28ed12a"
"RISEcredit.com","true","Hi Gary. Thanks for sharing your experience with us and choosing us for your lending needs!

Your RISEcredit.com Team","2024-01-31T22:15:41.000Z","Easy, effective, great experience as a new client thus far. Thank you","5","Easy","https://trustpilot.com/reviews/65baaa6cd2b42c3c06361dc8"
"RISEcredit.com","true","Hi Cathy. We love to hear from happy customers and appreciate you recommending us to others! Please don’t hesitate to reach out again if you need us! Thanks for being our customer.

Your RISEcredit.com Team
","2024-02-05T19:01:15.000Z","Gentlemen was very courteous and helped me step by step. I would recommend you guys.","5","Helpful and courteous","https://trustpilot.com/reviews/65c1145a0e4acdf932208dd3"
"RISEcredit.com","true","Hi Karl. Thanks so much for posting about your experience and for choosing us! We’re here if you ever need assistance. Thanks again.

Your RISEcredit.com Team","2024-01-12T20:40:25.000Z","I was more than grateful for the loan. It was very simple, so I applied for $1500 because I thought it was a joke or it was going to come back that I was denied. I really should have applied for the total offered. It helped me out a lot and it was in my account the next day as promised.","5","I was more than grateful for the loan","https://trustpilot.com/reviews/65a187986b79a93df781f6a0"
"RISEcredit.com","true","Thanks for the kind words! Our customers are our top priority, and we’re always grateful to help customers like you.
Your RISE Team","2023-12-13T19:08:22.000Z","I was Blessed when you approved me for the loan, I'm so grateful 🙏 🥲 God is Good . When I'm done in April or may I'll always keep you in mind and RISE to the occasion thanks so much .","5","I was Blessed when you approved me for…","https://trustpilot.com/reviews/6579e506f0db51f3a1671200"
"RISEcredit.com","true","Thanks for the kind words! Our customers are our top priority, and we’re always grateful to help customers like you.
Your RISE Team","2024-02-14T21:18:04.000Z","Great the process is easy and you get your money fast and you can payoff when you want","5","Great the process is easy and you get…","https://trustpilot.com/reviews/65cd11ec8e7c9b239aab8c5f"
"RISEcredit.com","true","Nikeya, we’re so happy to hear that the process was easy and want to welcome you to the RISE family! If we can assist with anything in the future, please reach out to us.
Your RISE Team","2023-12-14T21:31:51.000Z","Great easy loan experience !! Applied for loan on a Friday, received funds Monday around 5pm pst time.","5","Great easy loan experience !","https://trustpilot.com/reviews/657b5826d353cf1cdff574a3"
"RISEcredit.com","true","Hi Gwendolyn. Thanks for sharing! We love hearing when our team goes above and beyond. Please don’t hesitate to reach out again if you need us!

Your RISEcredit.com Team","2023-12-19T19:41:58.000Z","Easy! I had to speak with a rep to reset my information. She was awesome also kind and knowledgeable. It made the process fast and easy. Funds where available the next day.","5","Easy","https://trustpilot.com/reviews/6581d5e54a54c91c3c03f571"
"RISEcredit.com","true","Kimyatta, we’re so happy to hear that the process was easy and want to welcome you to the family! If we can assist with anything in the future, please reach out to us.

Your RISEcredit.com Team
","2024-01-12T19:05:38.000Z","Great and Easy Process
The application process was easy, and as promised, they delivered my loan within 24 hours of the application.","5","Great and Easy Process","https://trustpilot.com/reviews/65a17161fe4ada3f5edf259c"
"RISEcredit.com","true","Hi Elaine. We love to hear from happy customers and appreciate you recommending us to others! Please let us know if you ever need assistance with your account. Thanks for being a RISE customer.

Your RISE Team
","2024-01-27T09:26:06.000Z","I have worked for a Bank for 20yrs. Getting a loan is very easy with risen credit. I would recommend you guys to my friends and family. Keep it up","5","I work for a bank for 20yrs. Hard to get loan from this bank.","https://trustpilot.com/reviews/65b4ae60cd5e273b21680561"
"RISEcredit.com","true","Hi Manny. We love to hear from happy customers and appreciate you recommending us to others! Please let us know if you ever need assistance with your account. Thanks for being our customer.

Your RISEcredit.com Team

","2024-01-15T20:15:39.000Z","Super quick experience! great customer service! I’d recommend their services to my friends and family when in need of quick financial assistance","5","Super quick experience","https://trustpilot.com/reviews/65a5764a29dc21fcf6147129"
"RISEcredit.com","true","Hi Sandra. We love to hear from happy customers and appreciate you recommending us to others! Please let us know if you ever need assistance with your account. Thanks for being a RISE customer.
Your RISE Team","2024-02-15T21:26:45.000Z","Got my money quickly and had no trouble get qualified for a small loan.","5","That you do what you say you can do","https://trustpilot.com/reviews/65ce657401634d22ed164659"
"RISEcredit.com","true","Hi Charles. Thanks for sharing! We love hearing when our team goes above and beyond. Please don’t hesitate to reach out again if you need us!

Your RISEcredit.com Team
","2024-02-22T20:37:09.000Z","I am happy with the customer service","5","I am happy with the customer service the service","https://trustpilot.com/reviews/65d794550cb27d0db3b8a038"
