"companyName","isReviewVerified","reviewCompanyResponse","reviewDate","reviewDescription","reviewRatingScore","reviewTitle","reviewUrl","reviewer"
"Upstart","false","","2024-03-05T21:12:08.000Z","A shout out to Kristal Curley my loan officer!! She found us the best rate available. Very competitive she beat out other quotes we were given. She fights for you to help you get what you need. Kristal knows her stuff and how to get the job done fast and efficient! Thank you Kristal","5","Excellent Service","https://trustpilot.com/reviews/65e76e8791b68e0954a68f26","Linda Whitmore"
"Upstart","true","","2024-03-14T20:40:48.000Z","The process was easy and quick. All I did was click on selections and I was done within 15 minutes.","5","Quick and easy!","https://trustpilot.com/reviews/65f344b0d8542abd2ed49b89","Rainbow"
"Upstart","true","","2024-03-01T01:04:50.000Z","This was quick, simple and is helping me to move forward with much needed home repairs. I am happy with how simple this process was and how quickly the UpStart was able to assist me and giving me peace of mind for my home repair needs.","5","Quick, simple, and straightforward.","https://trustpilot.com/reviews/65e10d92702ff1bfd576a346","Jorge"
"Upstart","true","","2024-03-14T02:13:22.000Z","Ease of process and getting the chance to rebuild credit","5","Ease of process and getting the chance…","https://trustpilot.com/reviews/65f241228f677c0dc45d1025","Felicia"
"Upstart","true","","2024-02-27T19:17:16.000Z","Very easy process. Don’t feel judged or nervous with dealing with someone in an office setting. Great experience. Quick turnaround with funds and approval. Thanks Upstart for the relief and peace of mind.","5","Very easy process","https://trustpilot.com/reviews/65de191b07c0a9229fbea7fa","David"
"Upstart","true","","2024-03-08T23:32:06.000Z","Easy and simple process. Customer service very helpful and friendly! Quick payout! Highly recommend.","5","Easy and simple process","https://trustpilot.com/reviews/65eb83d538e6cc3610242a2c","Sarah"
"Upstart","true","","2024-02-27T22:14:56.000Z","I borrowed from upstart two years ago, and paid on time without missing a payment, I am so pleased that they agreed to give me a second loan. The interest rate is high, but it’s much much lower than anything else you will get online","5","Genuine Installment Loan","https://trustpilot.com/reviews/65de42bf8f73b3ce52bd4466","Helena"
"Upstart","true","","2024-03-15T16:25:47.000Z","Everything was quick and easy! Great experience!!","5","Everything was quick and easy","https://trustpilot.com/reviews/65f45a6afe6b611a565b3777","Devon"
"Upstart","true","","2024-03-10T18:55:10.000Z","I am giving a 5 star review because I am not allowed to give it a 6 or 7. I am impressed by the ease and speed of the whole process. Thank you so much.","5","I am giving a 5 star review because I…","https://trustpilot.com/reviews/65ede5ee0b8c2385bf123bf7","Nabil"
"Upstart","true","","2024-03-07T18:22:22.000Z","My interaction was seamless and fast. No hassles with pulling paperwork and sending it in, it was all completed electronically and securely.","5","My interaction was seamless and fast!","https://trustpilot.com/reviews/65e9e9bd0eaebf455217d82c","David"
"Upstart","true","","2024-03-05T02:22:49.000Z","I actually love using Upstart/Finwise. They make taking out a loan much easier than a bank would.","5","Excellent company","https://trustpilot.com/reviews/65e665d8a7f43a1eba6dc736","Joyce"
"Upstart","true","","2024-03-11T14:40:47.000Z","Very quick easy process, way better rate then my own bank and got the funds the same day.","5","Very quick easy process","https://trustpilot.com/reviews/65eefbceac85af8b9c559b7c","Wade Stewart"
"Upstart","true","","2024-02-24T20:32:17.000Z","I have used Upstart several times now. It has been a seamless process every time. I appreciate the ease in which I can complete and application, get funded, and repay my loans. Thank you for excellent services.","5","Upstart is the way to go!","https://trustpilot.com/reviews/65da36319f7577c6f33e1f75","Ya Ya"
"Upstart","true","","2024-02-29T16:25:17.000Z","Upstart has proven to be THE optimal loan service provider repeatedly. I hate pulling out loans...but if ever (and/or whenever) I need to, Upstart will ALWAYS be my first choice.","5","Upstart is a tried and true win for affordable loans","https://trustpilot.com/reviews/65e093cccdd4a0d54e065a3a","Anonymous"
"Upstart","true","","2024-03-07T01:23:27.000Z","Everything was quick and easy to navigate through everything. I would recommend Upstart, to all my friends and family.","5","Fast and friendly","https://trustpilot.com/reviews/65e8faee7a1ba5b5219851e3","Roy E"
"Upstart","true","","2024-03-15T15:12:01.000Z","This was an easy and quick process that left a smile on my face. Thanks upstart!!","5","This was an easy and quick process that…","https://trustpilot.com/reviews/65f449213f8aab444d95b154","Lisa"
"Upstart","true","","2024-03-14T08:08:10.000Z","Easy to fill out and quick response. Highly recommend.","5","Easy to fill out and quick response","https://trustpilot.com/reviews/65f29449b3039687b5401296","Trust me"
"Upstart","true","","2024-03-14T05:26:14.000Z","Checked my credit and checking account and done ! Thank you!!","5","Checked my credit and checking account…","https://trustpilot.com/reviews/65f26e55c0af5677a4ff79cc","Brian"
"Upstart","true","","2024-03-07T18:16:23.000Z","I have always had a great experience using there service. I have recommended them to friends as well.","5","I have always had a great experience…","https://trustpilot.com/reviews/65e9e857bc1ba02c65bad6d9","loyal customer"
"Upstart","true","","2024-03-12T17:49:09.000Z","Getting this loan was so quick and easy, less than 5 minutes from start to finish!","5","Quick and Easy","https://trustpilot.com/reviews/65f079754dc8eff81f692276","Patricia"
"Upstart","true","","2024-02-27T04:35:19.000Z","This was such an easy quick process, the directions were clear, the responses from Upstart were fast and thorough. I would recommend them for a loan most definitely!","5","This was such an easy quick process","https://trustpilot.com/reviews/65dd4a676d135bb628c5adc4","Valerie"
"Upstart","true","","2024-03-14T23:09:53.000Z","Ease of inquiry, process, and approval. very quick turn time.","4","Ease of inquiry","https://trustpilot.com/reviews/65f367a00b7e24d6784c3802","Joseph"
"Upstart","true","","2024-03-02T18:56:07.000Z","I have had two loans now through Upstart and the process is quick and easy. The website to check account information is easy to navigate.","5","Second Loan with Upstart","https://trustpilot.com/reviews/65e35a2729a037ad640f4d97","Carol"
"Upstart","true","","2024-03-07T21:57:53.000Z","The loan process, is quick, safe, and real 100%. Awesome service, may GOD bless you all for your help and support to build our dreams!","5","The loan process was fast.","https://trustpilot.com/reviews/65ea1c4176c02a66a3556968","Francisco Cifuentes"
"Upstart","true","","2024-02-26T23:19:01.000Z","Wasn’t expected to be approved for loan I requested was feeling a lil stressed, anxiety level was through the roof! But it was simple, fast & in less than 15mins I was approved!","5","Wasn’t expected to be approved for loan…","https://trustpilot.com/reviews/65dd00451851800bdd4cdccc","Ms. A"
"Upstart","true","","2024-03-10T21:37:05.000Z","Very efficient process got to what I needed quickly and very thankful","5","Very efficient process got to what I…","https://trustpilot.com/reviews/65ee0be142050f698ce68634","Brian"
"Upstart","true","","2024-03-08T01:41:19.000Z","The process was super easy, and I was able to secure a great rate for my consolidation loan.","5","Super Easy!","https://trustpilot.com/reviews/65ea509e16f1a050780ac083","RB"
"Upstart","true","","2024-03-15T22:59:44.000Z","HOW YOU EXPERIECE WITH THAT TRANSATION","5","BECAUSE YOU KNOW HOW THE SERVICE WENT","https://trustpilot.com/reviews/65f4b6bfd7d07f21236a2a25","Elsa"
"Upstart","true","","2024-03-11T15:59:09.000Z","Easy loan to get, terms broken down very clearly. I knew what I was getting into and they were honest.","5","Easy loan to get","https://trustpilot.com/reviews/65ef0e2c59a4fc06759ca814","BHW"
"Upstart","true","","2024-03-07T18:01:52.000Z","Fast and transparent information. No hidden fees all is as shown. Great competitive rates I highly recommend!","5","Fast and transparent information","https://trustpilot.com/reviews/65e9e4efecd0e63a00712f57","Carmen"
"Upstart","true","","2024-03-16T05:35:41.000Z","Easy and quick online process. Thank you!","5","Excellent Experience Overall","https://trustpilot.com/reviews/65f5138c4ddc038d285e62e8","Reviewer2019"
"Upstart","true","","2024-03-16T23:20:55.000Z","Surprised it was quick and easy process. Thank you.","5","Surprised it was quick and easy…","https://trustpilot.com/reviews/65f60d36c0f8fdfb5c0d11d0","A-m"
"Upstart","true","","2024-02-27T16:29:41.000Z","I am very impressed with how easy and secure it is to
obtain an Upstart loan. I am in the process of moving. And I needed a small loan for home improvements. I will be passing this information on to some of my needy Church family and friends.","5","I am very impressed with how easy and…","https://trustpilot.com/reviews/65ddf1d5757b8cbe318211c0","Frankie"
"Upstart","true","","2024-03-07T18:58:24.000Z","The process was quick and simple with the help of Mary .I would recommend everyone have there process as easy!","5","The process was quick and simple with…","https://trustpilot.com/reviews/65e9f230500520255d2124ca","Pamela"
"Upstart","true","","2024-03-08T01:45:52.000Z","I love the fact that it was quick and easy with a low rate. I would recommend this company with a five-star rating. Thank you again.","5","I love the fact that it was quick and easy","https://trustpilot.com/reviews/65ea51afe855bef421080ebb","Ms. Eriana"
"Upstart","true","","2024-03-01T20:18:15.000Z","Quick and easy. Wonderful company to work with!! This is my second time using the company and it is truly a painless experience.","5","Quick and easy","https://trustpilot.com/reviews/65e21be74c7711694f601448","Teresa"
"Upstart","true","","2024-03-13T16:40:14.000Z","Fast and easy. I trust them to help consolidate my debts.","5","Fast and easy","https://trustpilot.com/reviews/65f1bace835472bbd090d273","Angela"
"Upstart","false","","2024-03-01T01:32:45.000Z","I am not sure why they give you a range of figures to choose from but ultimately approve you for far less than was even worth my time filling it out.","1","Dont waste your time","https://trustpilot.com/reviews/65e1141c840a2cf36b0f968c","CJ"
"Upstart","true","","2024-02-24T22:46:45.000Z","Upstart has been a life saver!
I am able to borrow money a lower interest rates and payoff fast without tapping into my 401K.

Highly recommend it.","5","Upstart has been a life saver!","https://trustpilot.com/reviews/65da55b54b341132ddeaa880","Maria Isabel"
"Upstart","true","","2024-02-26T16:32:08.000Z","Getting a loan through Upstart was a very easy and quick process. It was a fairly easy experience and it got me the rates and monthly payments I was looking for.","5","Getting a loan through Upstart was a very quick and easy process","https://trustpilot.com/reviews/65dca0e761c6124fba04944f","Kelly"
"Upstart","true","","2024-03-02T18:10:24.000Z","The whole process from start to approval took 10 minutes. This is my second loan from Upstart. I highly recommend them.","5","As Easy As It Gets","https://trustpilot.com/reviews/65e34f6fa79c536a3a3b3f5e","Tony S"
"Upstart","true","","2024-03-10T21:06:21.000Z","Easy web site .Quick response time .Well thought out as opposed to other sites","5","Easy web site .Quick response time…","https://trustpilot.com/reviews/65ee04adc8956bcd4fc31f81","Thomas E"
"Upstart","true","","2024-03-15T18:10:51.000Z","The load process was quick and easy with a few simple steps.","5","The load process was quick and easy…for a personal load.","https://trustpilot.com/reviews/65f4730af9b1b4ed26b5a09d","Mark"
"Upstart","true","","2024-02-27T18:57:23.000Z","Very easy application and approval process. This is 2nd loan thru them and everything has gone smoothly.","5","Very easy application and approval…","https://trustpilot.com/reviews/65de1473d440422b693a7857","Keith"
"Upstart","true","","2024-03-04T04:01:41.000Z","Very simple to apply and fill out paperwork didn't even have to leave my home.","5","Simple","https://trustpilot.com/reviews/65e52b85618137ac3aed3b41","George"
"Upstart","true","","2024-03-08T11:06:26.000Z","Quick and simple approval. My second loan and I plan to use this company in needed in the future.","5","Quick and simple approval","https://trustpilot.com/reviews/65ead5113de942ef91a47570","Gary Sr."
"Upstart","true","","2024-03-04T14:20:10.000Z","It is so convenient to apply for a loan and receive funds. Highly recommended!","5","It is so convenient to apply for a loan…","https://trustpilot.com/reviews/65e5bc7966e64a694bd74073","Aaron"
"Upstart","true","","2024-02-27T18:29:36.000Z","My loan was approved in under 10 minutes. I really appreciate their quick response. I would use this lender again.","5","My loan was approved in under 10…","https://trustpilot.com/reviews/65de0def0634d95ce962983f","Collyjean"
"Upstart","true","","2024-03-11T23:32:34.000Z","The common sense approach to get loans is made simple.","5","Easy to use","https://trustpilot.com/reviews/65ef78722542bc105edb2d72","John"
"Upstart","true","","2024-03-03T02:23:43.000Z","I looked around for a long time and Upstart had the best terms and rates. I still cannot believe how fast the process was !!!","5","THE BEST ! No need to look any farther!","https://trustpilot.com/reviews/65e3c30ee97e4e980572a8ad","customer"
"Upstart","true","","2024-03-07T16:41:33.000Z","A fast and simple method of getting a loan from the comfort of your home.","5","A fast and simple method of getting a…","https://trustpilot.com/reviews/65e9d21c2309b649353a09b5","Eduardo"
"Upstart","true","","2024-03-03T02:08:08.000Z","Excellent service fast and fair a great company to do business with. Thank you.","5","Excellent service fast and fair a great…","https://trustpilot.com/reviews/65e3bf67cdf854da8083e157","Garry"
"Upstart","true","","2024-03-10T20:58:22.000Z","Very easy process. Website was very helpful.","5","Very easy process","https://trustpilot.com/reviews/65ee02cda339f9e26bac0606","Marie Washburn"
"Upstart","true","","2024-03-14T04:57:38.000Z","Everything went so smooth. They are great and kept me up to date at every step.","5","Everything went so smooth","https://trustpilot.com/reviews/65f267a12bf6c0a445d3930b","M Cossin"
"Upstart","true","","2024-03-12T04:47:42.000Z","Quick and easy! I don’t have the best credit, but Upstart saved the day.","5","Quick and easy","https://trustpilot.com/reviews/65efc24ded5d2baf4705f8a4","Kristen"
"Upstart","true","","2024-03-03T15:17:21.000Z","The fastest and easiest loan approvel . I highly recommend them to anybody !!","5","The fastest and easiest loan approvel","https://trustpilot.com/reviews/65e478611dc9298ed5b34e04","Vickie"
"Upstart","true","","2024-02-27T00:36:49.000Z","Super easy to apply and quick to get a response. You’re able to adjust the amount you’re asking for to find the right payment that works for you. Life saver.","5","Life Savers","https://trustpilot.com/reviews/65dd1281ddcdb53030b30e1a","Dixon"
"Upstart","true","","2024-02-28T21:57:59.000Z","Very simple and easy process for those last minute unexpected home repairs!","5","Very simple and easy process for those…","https://trustpilot.com/reviews/65df90479980d8d760cec30a","Pamela"
"Upstart","false","","2024-02-26T21:37:21.000Z","Misleading and a waste of my time. They stated I was approved and had me link banking accounts and sign all forms, then sent an email stating a hard pull was noted on my credit score. The hard pull was Upstart!!","1","Misleading and a waste of my time","https://trustpilot.com/reviews/65dce871444f11369ea7966f","Shay Collins"
"Upstart","true","","2024-03-12T15:39:24.000Z","Very fast loan approval. Have had a few loans with them.","5","Very fast loan approval","https://trustpilot.com/reviews/65f05b0cd8278af08a0cba2c","Lyndon"
"Upstart","true","","2024-03-16T01:16:17.000Z","Date of experience: March 15, 2024","5","Very easy process.","https://trustpilot.com/reviews/65f4d6c0e6c9d486e684edd5","BelindaO"
"Upstart","true","","2024-03-07T23:16:50.000Z","This was the second time i applied for a loan with this Company. They are not the cheapest but it was easy to get the money i want.","5","This was the second time i applied for…","https://trustpilot.com/reviews/65ea2ec108d7657d609b44d0","Thomas"
"Upstart","true","","2024-02-29T00:33:25.000Z","When I first used Upstart I was in a bad time of my life but I was approved. Thanks to that loan back then I'm in a better place now and I trust them to use a second time. Which I have done.","5","When I first used Upstart I was in a…","https://trustpilot.com/reviews/65dfb4b445c55bee4c8b1c9a","Martez"
"Upstart","true","","2024-03-06T00:19:19.000Z","Fast and painless process, helping me in a time of need!","5","Fast and painless process","https://trustpilot.com/reviews/65e79a6784d794d181d90373","Ryan"
"Upstart","true","","2024-03-13T04:00:21.000Z","Extremely easy to use and very fast. I am very grateful","5","Extremely easy to use and very fast","https://trustpilot.com/reviews/65f108b587c883312e47b72d","Diane Addington"
"Upstart","true","","2024-03-09T22:00:03.000Z","Easy process and lots of choices on interest rates and loans","5","Easy process and lots of choices on…","https://trustpilot.com/reviews/65ecbfc3ae0eae10eda2fbfc","Brenda Rivera"
"Upstart","true","","2024-03-07T17:02:53.000Z","Great rates.
Super easy to apply.
Quick response.
","5","Great rates.","https://trustpilot.com/reviews/65e9d71c27434a32bc0fd436","customer"
"Upstart","true","","2024-03-08T18:38:17.000Z","This was easy and I would recommend to anyone.","5","This was easy and I would recommend to…","https://trustpilot.com/reviews/65eb3ef84a06d20fe7240913","Jon"
"Upstart","true","","2024-02-26T03:46:20.000Z","It was a quick and easy process. I was informed in seconds that I was approved and the best part is it did not affect my credit score!","5","It was a quick and easy process","https://trustpilot.com/reviews/65dbed6c11a71cd4e783d3a8","SABRINANEWTON"
"Upstart","true","","2024-02-28T05:24:58.000Z","Easy and quick - no paperwork nightmare. It will be wonderful to consolidate my debt.","5","Easy and Quick","https://trustpilot.com/reviews/65dea78999b332723efee999","SUSAN HARBISON"
"Upstart","true","","2024-03-10T19:24:44.000Z","Fast approval and secure connection to out bank.","5","Fast approval and secure connection to…","https://trustpilot.com/reviews/65edecdcaa12bf61ab1834c2","Beza"
"Upstart","true","","2024-03-16T03:10:20.000Z","Date of experience: March 15, 2024","5","Fast and easy to get approved.","https://trustpilot.com/reviews/65f4f17b619953435abac93b","Jim Schultz"
"Upstart","true","","2024-02-29T15:38:38.000Z","This is the second time I've applied for a loan. Both times I've had no problems. Very easy and fast. I highly recommend Upstart.","5","This is the second time I've applied…","https://trustpilot.com/reviews/65e088dd33fb0ba663424a7e","Sandra"
"Upstart","true","","2024-03-13T20:49:14.000Z","Very fast and easy to use. I was provided with all I needed. Thank you UpStart!","5","Very fast and easy to use","https://trustpilot.com/reviews/65f1f52a203a7fb3e231e46a","Christopher"
