"companyName","isReviewVerified","reviewCompanyResponse","reviewDate","reviewDescription","reviewLanguage","reviewRatingScore","reviewTitle","reviewUrl"
"OneMain Financial","true","","2024-02-10T23:16:16.000Z","You guys did a fantastic job and I'm happy with your service","all","5","You guys did a fantastic job and I'm…","https://trustpilot.com/reviews/65c7e79f34701934a51f72fc"
"OneMain Financial","true","","2024-02-10T19:58:10.000Z","Date of experience: February 06, 2024","all","5","Amazing service","https://trustpilot.com/reviews/65c7b93162e4ccd5c8beb225"
"OneMain Financial","true","Thanks so much for your positive review. Here at OneMain Financial, we work really hard to provide clear loan terms and to ensure our customers can enjoy an easy lending experience. - ck","2024-02-10T12:47:05.000Z","The way they explain everything made it easy for me to understand what I needed to do
Great help","all","5","The way they explain everything made it…","https://trustpilot.com/reviews/65c7542871ba091877f13351"
"OneMain Financial","true","That's what we love to hear, Rick! Thank you for sharing your experience with us. Our team members work very hard to make sure they understand and meet our customer's needs! - ck","2024-02-10T05:07:11.000Z","They where very courteous and helped in anyway they could iam very grateful and thankful in there help they have me thankyou very much one main","all","5","They where very courteous and helped in…","https://trustpilot.com/reviews/65c6e85e710ab230bf855640"
"OneMain Financial","false","Khadijah, your review does not reflect the customer service experience we strive to provide, and we are sorry we did not meet your expectations. If you want to have a more detailed conversation about your concerns with a member of our customer care team, please send an email to omfsocial@omf.com. Make sure to include ""Trustpilot Review"" in the subject line and provide your full name, zip code, phone number, and Trustpilot review username. - ck","2024-02-10T03:00:08.000Z","This being the first time working with this company, oh, it is horrible.. starting with customer service - you will be on hold to get to an actual person for HOURS, then when or if you do get a representative they will place you on hold as well and will NOT check back in with you like most considerate representatives. Also, payment options are super slim to adding your bank account details, what if I just want ro process a debit transaction.. that's A no... Not sure about all the other super extra positive reviews but this is my honest opinion/ review.. This company as a whole can really do better starting with there customer service PLEASE. We should not be on hold the same length as a work shift just to get simple help. Because everything in the App points you to call and sir on hold but in return receive little to no help.

My biggest mistake.","all","1","This being the first time working with…","https://trustpilot.com/reviews/65c6ca98de7ff9c9b1eb6ddf"
"OneMain Financial","true","We are very happy to hear about your positive experience with Shantey and Jackie. We look forward to helping you reach your goals. -SG
","2024-02-10T00:30:02.000Z","The incredible genuine service from Shantey and also Jackie. They had no problem with me grilling them about the loan I was applying for.
They were patient and they responded with clear cut answers and no hidden clauses in the contract that could present a problem down the road.
I absolutely am happy with my decision to go forward with my loan.
It helped take so much stress out of my life.","all","5","The incredible genuine service from…","https://trustpilot.com/reviews/65c6a76a66859975efb1827b"
"OneMain Financial","false","We would like to learn more about your experience. Please email: omfsocial@omf.com, Subject Line: Trustpilot Review and include your phone number, zip code, and Trustpilot username if you would like a member of our customer care team to reach out to you. - ck","2024-02-09T23:10:19.000Z","I had a loan with OneMain, it’s been on automatic payments from day one and I wasn’t late nor did I miss one payment. The last payment on my loan they didn’t take the proper amount, the payment left a balance of 24 cents. So instead of making an automatic payment of 24 cents the next month they didn’t do anything, didn’t contact me, nothing. Then the following month they reported my account as delinquent to the credit bureaus, really messing up my credit score. For 24 cents!!!!! I will never understand why they didn’t adjust the last payment 24 cents higher to pay off the loan totally, or at least contact me in some manner regarding the 24 cent balance. The only way I discovered this was a notification from a credit bureau saying I had a delinquent account and my credit score had gone down. Seriously!! Based on my experience I would never use this company ever. Borrower beware!!","all","1","Bad communication and messed up procedures","https://trustpilot.com/reviews/65c694bb5f48d12572ac8d48"
"OneMain Financial","true","Hi Lori. We are very happy to hear about your positive experience with Christy. We look forward to helping you reach your goals. -SG
","2024-02-09T23:05:37.000Z","Christy and the green tree office was so careful and patient and helpful. She did a wonderful job. I really felt like she cared. I was so thankful that she helped me.","all","5","Extremely grateful and thankful","https://trustpilot.com/reviews/65c693a0200025d22a6c46f7"
"OneMain Financial","true","","2024-02-09T18:01:01.000Z","They were kind, courteous and helpful.","all","4","They were kind","https://trustpilot.com/reviews/65c64c3cdaff78d45e5326ec"
"OneMain Financial","true","Hi Anita. We love to read great things about our customers’ interactions with Alex. Thank you for sharing your experience with us! -SG
","2024-02-09T08:10:13.000Z","The group of people we're very helpful especially Ms Alex I would recommend this company to anyone who is in need of money","all","5","The group of people we're very helpful…","https://trustpilot.com/reviews/65c5c1c4c04c969b33ced38b"
"OneMain Financial","true","Hi Mary. Thank you so much for taking the time to leave a review for Nick. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-09T04:49:24.000Z","Nick, from One Main Financial,made this process fast and easy. I even completed the signing of the loan on my lunch hour. I would highly recommend him. Thanks again!","all","5","Nick","https://trustpilot.com/reviews/65c592b3108b0a4a6a0137b3"
"OneMain Financial","true","","2024-02-09T02:33:09.000Z","Very friendly went way above and beyond to help","all","5","Very friendly went way above and beyond…","https://trustpilot.com/reviews/65c572c49bf5e76e993b11cf"
"OneMain Financial","true","Thank you so much for your great review. OneMain Financial is proud to provide loans that work best your budget. We love hearing about your positive experience. - ck","2024-02-08T23:33:07.000Z","My whole experience was great. They were able to assist me with a small loan. The interest rate was better than promised, and the amount was larger than I needed. Thanks for all your quick help","all","5","My whole experience was great","https://trustpilot.com/reviews/65c5489238a50a92861c1754"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-08T20:19:27.000Z","You all are wonderful - fast, and good services.","all","5","You all are wonderful","https://trustpilot.com/reviews/65c51b2ecbaef6d3472e1619"
"OneMain Financial","true","Hi there Tim. Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-08T20:11:35.000Z","Have done business multiple times over the years and your employees make it quick, easy, and are helpful every step of the way","all","5","Have done business multiple times over…","https://trustpilot.com/reviews/65c5195760101560e672e045"
"OneMain Financial","true","Hi Yvette. Dependent on the type of loan, decisions are made based on a variety of factors including credit history, income, and expenses. Not all loans require collateral, but those that do also take into account the value of that collateral. Please feel free to reach out to your local branch if you have any questions. Your loan specialist would be happy to address any concerns you may have and determine the best solution for your situation: https://spr.ly/OMFBranches. Thank you. -SG
","2024-02-08T16:17:47.000Z","I applied for a loan through Credit Karma and was told I was approved. Called them to finalize the loan request only to be told some crap about my car not enough for COLLATERAL. They SUCK!!!!","all","1","I applied for a loan through Credit…","https://trustpilot.com/reviews/65c4e28aa515d8fc4129bdec"
"OneMain Financial","true","We love to read great things about our customers’ interactions with Risha. Thank you for sharing your experience with us! -SG
","2024-02-08T15:48:09.000Z","Date of experience: February 06, 2024","all","5","Ashley was very nice","https://trustpilot.com/reviews/65c4db998f86c4dd73d2dd72"
"OneMain Financial","true","Hello Robert! Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-08T15:46:40.000Z","Fast and easy had my money the next morning.","all","4","Great customer service and easy process","https://trustpilot.com/reviews/65c4db3f506a36a286ccea8d"
"OneMain Financial","false","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-08T14:08:08.000Z","Ms. Neko’s customer service is nothing short of exceptional. From the moment I reached out with inquiries to the resolution of my concerns, Ms. Neko’s professionalism and dedication were evident.

Her communication skills are exemplary; she responded promptly to my emails and inquiries, addressing each question with thoroughness and clarity. Ms. Neko went above and beyond to ensure that I understood all aspects of the service provided, leaving no room for ambiguity.

Furthermore, Ms. Neko’s patience and attentiveness were truly remarkable. She listened attentively to my concerns, demonstrating empathy and understanding throughout our interactions. Her ability to connect on a personal level made me feel valued as a customer, fostering a sense of trust and confidence in the service she represents.

Not only did Ms. Neko provide outstanding support, but she also displayed a genuine willingness to assist and resolve any issues that arose promptly. Her commitment to customer satisfaction is evident in every interaction, making the overall experience incredibly positive and memorable.

In conclusion, Ms. Neko’s dedication, professionalism, and exceptional customer service skills have undoubtedly set a benchmark for excellence. I highly recommend her services to anyone seeking a seamless and satisfying customer experience.","all","5","Ms Neko","https://trustpilot.com/reviews/65c4c428baecc212da5fa3c1"
"OneMain Financial","true","That's what we love to hear, Tonya! Thank you for sharing your experience with us. Our team members work very hard to make sure they understand and meet our customer's needs! -SG
","2024-02-08T07:30:59.000Z","Alexis was very professional, kind, patient with all my questions, and accommodating. From the first phone call with her through the end of the process, her conduct was exemplary. She is an great asset to your company. All companies should have employees with an understanding of customer care/professionalism as she has. Thank you, Alexis, for a great experience.","all","5","Alexis was very professional","https://trustpilot.com/reviews/65c46713f5007f3e48b3fa14"
"OneMain Financial","true","Hello Karen! Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2024-02-08T07:01:07.000Z","The representative was very helpful, informative, I received my loan within a few hours from beginning of the process to the end","all","5","The representative was very helpful","https://trustpilot.com/reviews/65c46013fd7238eea286f780"
"OneMain Financial","true","That's what we love to hear, Martha! Thank you for sharing your experience with us. Our team members work very hard to make sure they understand and meet our customer's needs! -SG
","2024-02-08T06:47:21.000Z","Fast and easy instructions. Very friendly representative","all","5","Recommended","https://trustpilot.com/reviews/65c45cd85a1196fd2d3fbeea"
"OneMain Financial","true","Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2024-02-08T06:22:37.000Z","Easiest loan transaction because of the loan officer that helped us. Very helpful, patient and professional.","all","5","Easiest loan transaction because of the…","https://trustpilot.com/reviews/65c4570cedab40d28af386fd"
"OneMain Financial","true","Hello Sandra. Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2024-02-08T05:09:27.000Z","Everybody was polite and explained everything so we could understand it","all","5","Everybody was polite and explained…","https://trustpilot.com/reviews/65c445e6a766268ae74368a6"
"OneMain Financial","true","Hi Charles! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-08T04:30:13.000Z","Great professional and knowledgeable individuals. I have had transactions with them before that is why I went back to them in Waynesboro Pa","all","5","Great professional and knowledgeable…","https://trustpilot.com/reviews/65c43cb495ab5945b065b0c9"
"OneMain Financial","true","Thank you so much for taking the time to leave a review, William. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-08T02:54:17.000Z","Was just as expected. Courtney was always pleasant and helpful. Hope to do more business with one main.","all","4","Was just as expected","https://trustpilot.com/reviews/65c42639c7b283acfecb3625"
"OneMain Financial","true","","2024-02-08T02:47:27.000Z","Easy process","all","5","Easy process thank you","https://trustpilot.com/reviews/65c4249f5311bd91d2ef8d04"
"OneMain Financial","true","","2024-02-08T02:44:21.000Z","Date of experience: February 06, 2024","all","5","Easy to work with","https://trustpilot.com/reviews/65c423e520d1dc8e15ef0e46"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-08T02:24:28.000Z","Lisa from Grand Junction was terrific and very informative and helpful.","all","5","Lisa from Grand Junction was terrific…","https://trustpilot.com/reviews/65c41f3c920017e91a28e60f"
"OneMain Financial","true","Thank you so much for taking the time to leave a review for Clarissa. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-08T01:16:20.000Z","Clarissa and ontario office are amazing. So helpful and knowledgeable. They made sure I understood every aspect of my loan. One main is the best","all","5","Clarissa and ontario office are…","https://trustpilot.com/reviews/65c40f4457cdea8cf4506669"
"OneMain Financial","true","","2024-02-08T00:13:50.000Z","Date of experience: February 06, 2024","all","4","Very professional","https://trustpilot.com/reviews/65c4009d264d02f95c7e9a09"
"OneMain Financial","true","We love to read great things about our customers’ interactions with Maria. Thank you for sharing your experience with us! -SG
","2024-02-07T21:18:24.000Z","Maria that took care of me was terrific. She had my paperwork ready, explained everything in detail and helped me thru the completion process.","all","5","Maria that took care of me was…","https://trustpilot.com/reviews/65c3d77fa79f2f9834bebd6d"
"OneMain Financial","true","Hi Evelyn! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG","2024-02-07T21:12:34.000Z","Everyone was very nice professional people","all","5","Everyone was very nice professional…","https://trustpilot.com/reviews/65c3d62275755d4e367c0bf0"
"OneMain Financial","true","Hi Daniel. Thank you so much for taking the time to leave a review for Donna. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T20:35:31.000Z","Date of experience: February 06, 2024","all","5","Donna is wonderful","https://trustpilot.com/reviews/65c3cd72cc9641686e2d7173"
"OneMain Financial","true","Hi Paula. We love to read great things about our customers’ interactions with Tiffany. Thank you for sharing your experience with us! -SG
","2024-02-07T20:26:53.000Z","I applied for an increase to my current loan. My loan officer, Tiffany, responded quickly and my request was processed in less than one week.

My expectations ere exceeded. I like the new method o closing online. It also save me time and was more convenient than going into the office.

Thank you.
Paula Zuppas","all","4","I applied for an increase to my current…","https://trustpilot.com/reviews/65c3cb6c40c83c935d99404e"
"OneMain Financial","true","Thank you so much for taking the time to leave a review for Daylin. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T20:16:23.000Z","Daylin was wonderful she was kind , efficient and personable which is always nice when working with people and money.","all","5","Daylin was wonderful she was kind","https://trustpilot.com/reviews/65c3c8f6f15fc0ce82f9b069"
"OneMain Financial","true","Thank you so much for taking the time to leave a review for Michelle. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T19:58:36.000Z","Very helpful staff Michelle in particular was extremely respectful, and very nice to work with.","all","5","Very helpful staff Michelle in…","https://trustpilot.com/reviews/65c3c4cb367c467c5ed9a6e0"
"OneMain Financial","true","Thank you so much for taking the time to leave a review for Darian. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T19:58:12.000Z","Darian was very professional and listened and gave us several options. We would recommend one main financial to anyone","all","5","Darian was very professional and…","https://trustpilot.com/reviews/65c3c4b3e3f05080eab93288"
"OneMain Financial","true","Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2024-02-07T19:38:14.000Z","Everything went smooth & quickly. Agent very helpful.","all","5","Everything went smooth & quickly","https://trustpilot.com/reviews/65c3c005a1f0c2f77df206d4"
"OneMain Financial","true","Thank you, Michael. We’re so glad that we were able to help you when you needed it. Thanks for taking the time to leave such a positive review! -SG
","2024-02-07T19:27:24.000Z","The staff were friendly, and they made the experience easy and fast.","all","4","Fast and easy","https://trustpilot.com/reviews/65c3bd7b411688696daa6a79"
"OneMain Financial","true","Hi Tawanda! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T18:33:39.000Z","People that worked in office were Fantastic! Very helpful and professional. Very pleasant and caring. I felt a ton lifted off my shoulders. Thanks so much for your help. Onemain was great!","all","5","A Weight Lifted","https://trustpilot.com/reviews/65c3b0e283b498b27f3e73c1"
"OneMain Financial","true","","2024-02-07T17:22:29.000Z","Received my loan in a very timely manner.","all","5","Efficiency","https://trustpilot.com/reviews/65c3a034fc4241084b46f808"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T17:19:10.000Z","It was very simple to apply. There was a little hiccup with the download process, but the agent made it smooth.","all","5","It was very simple to apply","https://trustpilot.com/reviews/65c39f6e46a23d9721f0ebaf"
"OneMain Financial","true","Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T17:17:34.000Z","One Main Financial is great. Made everything so easy to do an understand.","all","5","One Main Financial is great","https://trustpilot.com/reviews/65c39f0d5c25c501418375e2"
"OneMain Financial","true","Thank you so much for taking the time to leave a review for Sharon. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T17:10:06.000Z","Sharon was great at explaining my options, she was a great helper","all","5","Awesome Service","https://trustpilot.com/reviews/65c39d4d7ee2d68d7cc8e98d"
"OneMain Financial","true","","2024-02-07T17:05:21.000Z","They are direct in helping their customers, I enjoy the help.","all","5","They are direct in helping their…","https://trustpilot.com/reviews/65c39c3169ba477d04621902"
"OneMain Financial","true","We'd like to learn more to see how we can help. Please send us an email at omfsocial@omf.com with subject line ""Trustpilot complaint"" and include your first and last name, Trustpilot username, phone number, zip code, and a few additional details about your experience. -SG
","2024-02-07T16:46:18.000Z","I followed up to see when OMF would be making payment to a debt they held funds from a loan to pay …….. response I was given was “ Corporate released” that payment and should “get there within a few days” . OMF has held these funds since 1/29/24…. It has now been 8 business days and they still have not paid the debt!!!","all","2","I followed up to see when OMF would be…","https://trustpilot.com/reviews/65c397b9daf0e28d806c8150"
"OneMain Financial","true","","2024-02-07T16:43:39.000Z","Friendly, professional,fast service","all","5","Friendly","https://trustpilot.com/reviews/65c3971a0cf3ebbb83f631e8"
"OneMain Financial","true","Hi Marvin. Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T16:42:11.000Z","The experience was great and to the point Charles showed me several different loans that were available to me and he was very professional in his delivery I really appreciated him taking the time to explain how everything was going to transpire he is definitely an asset to One Main Financial","all","5","The experience was great and to the…","https://trustpilot.com/reviews/65c396c27b1757919a4e4f3c"
"OneMain Financial","true","","2024-02-07T16:30:00.000Z","Thank you OneMain for making this one of the smoothest transaction and very detailed.","all","5","Smooth Experience","https://trustpilot.com/reviews/65c393e827a631f8135ef657"
"OneMain Financial","true","That's what we love to hear, Johnny! Thank you for sharing your experience with us. Our team members work very hard to make sure they understand and meet our customer's needs! -SG
","2024-02-07T16:23:53.000Z","Everyone was friendly... they went over everything with me so that i understood what it was i was signing... overall great experience...","all","5","Everyone was friendly..","https://trustpilot.com/reviews/65c392787b79b7efe24ce759"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T16:00:14.000Z","They have a great service.
They solve my problem within the same day.","all","5","They have a great service.","https://trustpilot.com/reviews/65c38cedf9181226ea39cd78"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T15:36:25.000Z","simple, quick, very friendly personnel!","all","5","simple","https://trustpilot.com/reviews/65c3875834568cb91c52960b"
"OneMain Financial","true","Hi Valerie! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T15:35:21.000Z","Annabel and Emily made the process so easy! And Fast! I had my money the next day.","all","5","Happy I chose One Main","https://trustpilot.com/reviews/65c38719ff5798cdb3236e41"
"OneMain Financial","true","Hi Charles! Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T15:34:44.000Z","Everything went great the staff is always very polite and welcoming making you feel comfortable and happy.","all","5","Everything went great the staff is…","https://trustpilot.com/reviews/65c386f3454e303fcacd66b3"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T15:33:29.000Z","Rebecca was super efficient and took the time to prep as much of the paperwork and documentation ahead of signing. That made it convenient for me to take care of business of my lunch hour and not miss paid time at work. She was very personable and took time to explain every aspect of my transaction in detail.","all","5","Rebecca was super efficient and took…","https://trustpilot.com/reviews/65c386a8bdd861d7be098a10"
"OneMain Financial","true","Hi there Ken. Thank you so much for taking the time to leave a review for Meridith. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T15:19:49.000Z","Date of experience: February 06, 2024","all","5","Working with Meridith was wonderful .","https://trustpilot.com/reviews/65c383746d26a676ab680689"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T15:10:00.000Z","Very easy to work with the young lady who helped me. Very informative and not judgemental about the issue at all. Made it seem like she was on my side to help.","all","5","Very easy to work with.","https://trustpilot.com/reviews/65c381278e0e361e13d81f68"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T14:56:03.000Z","Date of experience: February 06, 2024","all","5","Thank you for helping me","https://trustpilot.com/reviews/65c37de3169156a05e737d63"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T14:39:28.000Z","I really needed help for an emergency and I thank God your company helped me. The representative was kind, helpful and took the time to listen. I'm grateful!","all","5","GREATFUL: I really needed help for an emergency…","https://trustpilot.com/reviews/65c379ff0969768b6d385750"
"OneMain Financial","true","Hi Sandra. Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T10:47:10.000Z","Everyone has been very helpful and easy to talk to . Thank you for all the help you have giving me over the years.

Sandra Sitton","all","5","Everyone has been very helpful and easy…","https://trustpilot.com/reviews/65c3438de71cb664e916d5d4"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T10:41:31.000Z","My loan officer is way underpaid for the quality of work he put into this. His customer services skills are splendid and explained the process to an old different in a way I could understand. Thank you","all","5","My loan officer is way underpaid for…","https://trustpilot.com/reviews/65c3423ba9d6b2460f3fdf91"
"OneMain Financial","true","Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T07:31:45.000Z","friendly atmosphere, personnel and easy process. we thank you","all","5","friendly atmosphere","https://trustpilot.com/reviews/65c315c0c1e7472fd9cb997e"
"OneMain Financial","true","Hi Kammi. Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T06:23:56.000Z","I am very pleased with my whole experience with OneMain. Kammi was so helpful and would recommend to any of my friends to go to her with their Liam needs. She was to notch.","all","5","I am very pleased with my whole…","https://trustpilot.com/reviews/65c305dc84dd2671afe899e3"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T05:55:23.000Z","Great experience to have been able to get approved for a loan that I needed in a short time period and with convenient payments. The company OneMain Financial provided reliable and trustworthy services.","all","5","Great experience in good time.","https://trustpilot.com/reviews/65c2ff2a6995b83bd1cc6509"
"OneMain Financial","true","Thank you so much for taking the time to leave a review for Melissa. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T05:16:54.000Z","The awsome Lady named
Melissa she is the GOAT!!!!!","all","5","The awsome Lady named","https://trustpilot.com/reviews/65c2f62604697e4db6da02e2"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T04:34:54.000Z","They went above and beyond to make this happen. It was relatively painless after providing the proper documentation and my loan was funded within one day.","all","5","They went above and beyond to make this…","https://trustpilot.com/reviews/65c2ec4d0fbe25a8482f5be5"
"OneMain Financial","true","Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T04:26:30.000Z","Everything about the interaction between us was good, clear, and very professional","all","5","Everything about the interaction…","https://trustpilot.com/reviews/65c2ea56a00e165a88954dda"
"OneMain Financial","true","Thank you for your kind words, Bryan. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T04:04:40.000Z","The representative was very helpful and understanding. She made sure I understood each step of the process.","all","5","The representative was very helpful and…","https://trustpilot.com/reviews/65c2e53786eb7e0b15de732c"
"OneMain Financial","true","","2024-02-07T03:55:05.000Z","Date of experience: February 06, 2024","all","5","Easy application process!","https://trustpilot.com/reviews/65c2e2f8dd65647661737961"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T03:51:08.000Z","Sarah Santana was the agent who helped me at the Waycross OneMain branch. She was so awesome, friendly, and very helpful. She took the time to explain my coverage to me and the different ones that were offered. She made me feel like a person and not just another number. Highly recommend the Waycross branch of OneMain!","all","5","Awesome experience, very helpful!","https://trustpilot.com/reviews/65c2e20ce474b2862a607679"
"OneMain Financial","true","Thank you so much for taking the time to leave a review for Natie. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T03:49:56.000Z","Natie was fantastic she was very helpful helping me out with everything I needed to do","all","5","Natie was fantastic she was very…","https://trustpilot.com/reviews/65c2e1c46713aab6fa5f9eec"
"OneMain Financial","true","Thank you so much for taking the time to leave a review for Robyn. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2024-02-07T03:46:48.000Z","I applied online, Robyn called me within 5 minutes. The whole process was smooth and easy.","all","5","I applied online","https://trustpilot.com/reviews/65c2e1085662fae9bb9ffda1"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T03:44:12.000Z","It was smooth sailing applying for the auto loan via phone. Excellent service! Thank you very much.","all","5","It was smooth sailing applying for the…","https://trustpilot.com/reviews/65c2e06c0b3cc5ff6756db7e"
"OneMain Financial","true","Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T03:39:22.000Z","This was a very good experience from beginning to end. They stayed in contact with me and within a couple of days everything was completed.","all","5","This was a very good experience from…","https://trustpilot.com/reviews/65c2df4a2c94fba43c4f4ff1"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2024-02-07T03:33:08.000Z","They helped me out fast and with what I needed for the time being.","all","5","They helped me out fast and with what I…","https://trustpilot.com/reviews/65c2ddd36ef26ccc3d6473a2"
